"","X.1","X","author_name","author_url","language","place_id","profile_photo_url","rating","relative_time_description","text","time","cleaned_text","text_tag","nooffoodtags","tag_american","tag_mediterranean","tag_caribbean","tag_vegan","tag_fast.food","tag_breweries","tag_sum","tag_bars","tag_french","tag_soup","tag_bagels","tag_vietnamese","tag_italian","tag_steakhouses","tag_burgers","tag_hawaiian","tag_chicken.wings","tag_middle.eastern","tag_comfort.food","tag_food.trucks","tag_salad","tag_southern","tag_karaoke","tag_sandwiches","tag_soul.food","tag_greek","tag_cheesesteaks","tag_poke","tag_vegetarian","tag_gluten.free","tag_desserts","tag_breakfast.brunch","tag_diners","tag_mexican","tag_tex.mex","tag_delis","tag_hot.dogs","tag_chinese","tag_barbeque","tag_buffets","tag_thai","tag_noodles","tag_wraps","tag_asian.fusion","tag_cafes","tag_donuts","tag_pizza","tag_japanese","tag_indian","tag_korean","tag_local.flavor","tag_seafood","Latitude","Longitude","state","city","zipCode","address","name"
"891",891,891,"sherri rose","https://www.google.com/maps/contrib/109443620189109478946/reviews","en","ChIJP-2n5o_iMIgRMsf_ceSIKBg","https://lh6.googleusercontent.com/-AfQEPx1AjS0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcnx1uK4YxtwdAZZL0_xsQgGJjE-A/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"in the last week","we purchased a bellybuster rascal house deluxe pizza from here a week ago sunday and then again last night.  the pizza from last sunday was amazing. it had plenty of sauce and cheese. it was loaded with meats and thickly cut fresh vegetables.  i wish i had a photo of that one.  the pizza from last night was terrible. the difference was like night and day. it was dry with hardly any sauce and the toppings or should i say the lack of toppings were not so fresh thin little slivers scattered around.  it was late when we got home so i called earlier today to speak with the owner.  i kindly explained the problem and the huge differences in the 2 pizzas. the owner said nothing.  i asked if he could compensate us with a new pizza the next we came in and he said that i should have called late last night and drove back across town to pick up a new pizza. i told him that we drove out of our way 20 minutes for the first pizza. it took some doing, but the rude owner finally offered a whopping $5 off of the next order. the bellybuster pizza cost us over $20 and we went to bed hungry. as you can see,  we each tried a piece and there are still 13 1/2 pieces sitting in the box uneaten. unbelievable. we should have been immediately offered a free pizza as compensation.",1554239792,"purchas bellybust rascal hous delux pizza week ago sunday last night pizza last sunday amaz plenti sauc chees load meat thick cut fresh veget wish photo one pizza last night terribl differ like night day dri hard ani sauc top say lack top fresh thin littl sliver scatter around late got home call earlier today speak owner kind explain problem huge differ pizza owner said noth ask could compens us new pizza next came said call late last night drove back across town pick new pizza told drove way minut first pizza took rude owner final offer whop next order bellybust pizza cost us went bed hungri see tri piec still piec sit box uneaten unbeliev immedi offer free pizza compens"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.418366,-81.527821,"OH","maple heights","44137","5220 Northfield Rd","rascal house - maple heights, oh"
"892",892,892,"joseph whitelaw","https://www.google.com/maps/contrib/108616890753011745611/reviews","en","ChIJP-2n5o_iMIgRMsf_ceSIKBg","https://lh5.googleusercontent.com/-KqjfQPRaSJ4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfP1XVPQiqTGKC2MGcTsUiJpQpDYw/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"a month ago","will only do credit for first time customers for delivery, if picking up you can do cash. use to order from rascal house last time i ordered from any rascal house was couple years ago but i ain???t going to order from here. ashamed to i loved their waffle fries and the chicken bacon ranch. any other pizza joints will deliver for first time customers using cash.",1551536715,"onli credit first time custom deliveri pick cash use order rascal hous last time order ani rascal hous coupl year ago go order asham love waffl fri chicken bacon ranch ani pizza joint deliv first time custom use cash"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.418366,-81.527821,"OH","maple heights","44137","5220 Northfield Rd","rascal house - maple heights, oh"
"893",893,893,"shon salt","https://www.google.com/maps/contrib/103817881476622318861/reviews","en","ChIJuwGyS30dMYgRuZd3Fp96Qtc","https://lh5.googleusercontent.com/-n1YJ15-oAso/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf4bm7bo5HV9vLJQs3m430pVB4t7Q/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"in the last week","their brunch was amazing. i ordered the shrimp and grits...delicious. my daughter ordered the french toast breakfast which she said was very tasty. $3 mimosas were a bonus. very quaint atmosphere. service was great and the food came quickly. our waitress was wonderful. i will definitely be returning.",1554058907,"brunch amaz order shrimp grit delici daughter order french toast breakfast said veri tasti mimosa bonus veri quaint atmospher servic great food came quick waitress wonder definit return"," french",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.417501,-81.5145418,"OH","bedford heights","44146","23333 Aurora Rd","south east gears & cheers"
"894",894,894,"leah ware","https://www.google.com/maps/contrib/116647244367959011477/reviews","en","ChIJuwGyS30dMYgRuZd3Fp96Qtc","https://lh3.googleusercontent.com/-VgWUrPQ-RHE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfl2Qultkag-LaUL2gYO4mZh6dm3A/s128-c0x00000000-cc-rp-mo/photo.jpg",3,"a month ago","went for lunch... very quiet for weekday lunch. probably just as well with only one server who was trying to keep up with 10 customers. it was tuesday and being closed mondays it's a given that they might be short on some things.  they had no lettuce for salads or anything else... truck arrived during our lunch. chose wings and the sauteed mushrooms as most everything we wanted was lettuce dependant.  sweet asian chile was good and the mushrooms were interesting and not fried, which is refreshing.  if you want an uncrowded spot for a group lunch this is the place.  winter is not a good season for weekday lunch at g&c... they had more people in southeast's diner spot in the dealership.  i'm sure it's more busy for dinner,  we hope!  otherwise, it's a good place for a bite.",1551958556,"went lunch veri quiet weekday lunch probabl well onli one server tri keep custom tuesday close monday given might short thing lettuc salad anyth els truck arriv dure lunch chose wing saute mushroom everyth want lettuc depend sweet asian chile good mushroom interest fri refresh want uncrowd spot group lunch place winter good season weekday lunch peopl southeast diner spot dealership sure busi dinner hope otherwis good place bite"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.417501,-81.5145418,"OH","bedford heights","44146","23333 Aurora Rd","south east gears & cheers"
"895",895,895,"chris perry","https://www.google.com/maps/contrib/116297098282486950303/reviews","en","ChIJuwGyS30dMYgRuZd3Fp96Qtc","https://lh4.googleusercontent.com/-SbL8j3bVbUU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcp92X0kButqXFyd9ojjvpPirOSfQ/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"a month ago","went with my girlfriend and she ordered while i was deciding what to eat. her soup came out cold the bread was dried and seemed like it was sitting out. i waited 10 mins for the bartender to return and and was never asked if i was ready to order. she was then doing shots with other guests drinking at the bar. i never got to eat here so i left and went to a drive through. won't come back here again",1551467072,"went girlfriend order decid eat soup came cold bread dri seem like sit wait min bartend return never ask readi order shot guest drink bar never got eat left went drive come back"," soup",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.417501,-81.5145418,"OH","bedford heights","44146","23333 Aurora Rd","south east gears & cheers"
"896",896,896,"rhonda tremble","https://www.google.com/maps/contrib/102169739014740983605/reviews","en","ChIJuwGyS30dMYgRuZd3Fp96Qtc","https://lh6.googleusercontent.com/-dNXfBevo8Ho/AAAAAAAAAAI/AAAAAAAAE7k/cdziY_X6iMs/s128-c0x00000000-cc-rp-mo/photo.jpg",4,"4 weeks ago","food was good great atmosphere.  it was karaoke night i was there for birthday party so we had a good time they just need it more waitresses working.",1552053666,"food good great atmospher karaok night birthday parti good time need waitress work"," karaoke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.417501,-81.5145418,"OH","bedford heights","44146","23333 Aurora Rd","south east gears & cheers"
"897",897,897,"aarion cain","https://www.google.com/maps/contrib/104933712553110247742/reviews","en","ChIJu4f2JIviMIgRs0FqL4xprBY","https://lh6.googleusercontent.com/-B4ogKhq94XY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc9dunFOWZesLn6WuWM2iLQOX0KAA/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"a week ago","hmmmmmmmmmm. where do i start? i ordered some food from here yesterday and it was not all that good. b&m is not the same. the sauce definitely is not the same. it tastes like it has too much vinegar in it and this flavor is overbearing and does not compliment the food that it is on. when i order food here, which is rare, i don???t get sauce on anything anymore. i ordered the pork chop dinner. here???s what???s wrong with this experience. first, when i paid for it, i pulled out a credit card and was told that there would be a $0.50 charge. you will now be charged $0.50 if you use a credit card or debit card no matter how much you spend. i remember when you never had to pay to use your credit card no matter what he amount is. next, the macaroni and cheese i got with the meal was cheese sauce, no actual cheese. the flavor of the cheese sauce is not good. it???s too sharp or sour tasting. next, the pork chops i got were over cooked and there was only batter on one side of the pork chops and they were placed in the container batter-side up to appear as though they were covered on both sides. i didn???t enjoy this meal and it was a waste of money. b&m really does not taste the same. my father remembers the b&m that was on hayden and that???s the b&m he remembers. i wish i could???ve tasted that b&m. there is no good soul food restaurants in cleveland anymore. none of them are the same: hot sauce williams, angie???s. the only way to get good soul food in cleveland is to make it yourself.",1553643517,"hmmmmmmmmmm start order food yesterday good sauc definit tast like much vinegar flavor overbear doe compliment food order food rare get sauc anyth anymor order pork chop dinner wrong experi first paid pull credit card told would charg charg use credit card debit card matter much spend rememb never pay use credit card matter amount next macaroni chees got meal chees sauc actual chees flavor chees sauc good sharp sour tast next pork chop got cook onli batter one side pork chop place contain batter side appear though cover side enjoy meal wast money realli doe tast father rememb hayden rememb wish could tast good soul food restaur cleveland anymor none hot sauc william angi onli way get good soul food cleveland make"," soulfood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42756,-81.5245396,"OH","north randall","44128","21921 Miles Rd","beckham's b & m bar b que- north randall"
"898",898,898,"brian doc","https://www.google.com/maps/contrib/106980889493315520463/reviews","en","ChIJyRUkdtboNIgRMT1nMQQhL3I","https://lh3.googleusercontent.com/-nV6NT7f-Gis/AAAAAAAAAAI/AAAAAAAAB_o/An2X8YND54M/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",4,"2 years ago","good, clean area to eat. does not serve breakfast sandwiches all day like the others.",1486140328,"good clean area eat doe serv breakfast sandwich day like"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3875053,-79.8238639,"PA","north versailles","15137","100 Walmart Drive","subway restaurants"
"899",899,899,"joshua vignevic","https://www.google.com/maps/contrib/112434344851053084178/reviews","en","ChIJ1TtsQNPoNIgRldprg9xIpZo","https://lh4.googleusercontent.com/-OpHWpCTmWa4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfmEDacHYSUm6qywpIuc32A4GFaVg/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"in the last week","my family has been coming here weekly for years and it has been one of our favorites. we went for the pizza feast and asked for a well done pizza. the first pizza they brought out was borderline raw as well as the second one. the real icing on the cake was when the waitress scolded my dad for going up to the bar to get his own beer because he didn???t want to wait 20 minutes for her to bring him one. definitely rubbed us all the wrong way. will not be coming back.",1554427002,"famili come week year one favorit went pizza feast ask well done pizza first pizza brought borderlin raw well second one real ice cake waitress scold dad go bar get beer becaus want wait minut bring one definit rub us wrong way come back"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3829297,-79.828404,"PA","north versailles","15137","921 E Pittsburgh McKeesport Blvd","primanti bros."
"900",900,900,"mr c the bartman","https://www.google.com/maps/contrib/102641641582608822961/reviews","en","ChIJ1TtsQNPoNIgRldprg9xIpZo","https://lh4.googleusercontent.com/-6JnlVoJAyAI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfiVpcHI5WyR-DE34qIjAjKA953bA/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"a week ago","quick, casual and affordable.  usually a little loud but always tasty.  don't come here on a diet.  surprisingly good pizza for a place known for sandwiches.",1553477665,"quick casual afford usual littl loud alway tasti come diet surpris good pizza place known sandwich"," pizza sandwiches",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3829297,-79.828404,"PA","north versailles","15137","921 E Pittsburgh McKeesport Blvd","primanti bros."
"901",901,901,"lisa thompson","https://www.google.com/maps/contrib/102446652600940917899/reviews","en","ChIJ5TRnRS_pNIgRz_MnIC0Pfys","https://lh4.googleusercontent.com/-ctPfMpahasY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rea5iCNDg4k6TxDd_nel5fD3mbj4Q/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"a year ago","11/19/17 6:00 pm sent my daughter there to buy sandwiches for my granddaughters. the young lady working had a sign on the door stating she was on break. then when she returned she still refused to serve anyone, because she said they were closed now, even though the sign on the door clearly states the close at 8 pm. this is one of many issues i have had with this location.",1511133219,"pm sent daughter buy sandwich granddaught young ladi work sign door state break return still refus serv anyon becaus said close even though sign door clear state close pm one mani issu locat"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3873325,-79.8218092,"PA","north versailles","15137","1724 Greensburg Ave","subway restaurants"
"902",902,902,"susan","https://www.google.com/maps/contrib/116472968028414606806/reviews","en","ChIJNe_bRS_pNIgR-RgDkJDMQVU","https://lh6.googleusercontent.com/-rL4LKd4NPR8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rekSaRF8DU6Nlhl7nnI9xgEVpp1NQ/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"a week ago","this is my go to restaurant for chinese food. the food is always delicious and the employees are always friendly and happy to have your business. the price is right and they have always been consistent with everything from service to the food.",1553443068,"go restaur chines food food alway delici employe alway friend happi busi price right alway consist everyth servic food"," chinese",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.386652,-79.8212471,"PA","north versailles","15137","1724 Greensburg Ave","bamboo garden restaurant"
"903",903,903,"aaron zak","https://www.google.com/maps/contrib/117640048487240027824/reviews","en","ChIJNe_bRS_pNIgR-RgDkJDMQVU","https://lh5.googleusercontent.com/-XKS1agdPgb0/AAAAAAAAAAI/AAAAAAAAAFk/GAOsi4B0yOY/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"a month ago","pretty basic chinese buffet.  food is hot and constantly refreshed.  no sushi or hibachi, but plenty of you staples (general tso, lo mein, chicken and broccoli, etc...).  i typically order take out from them.  fast and fresh.",1549905768,"pretti basic chines buffet food hot constant refresh sushi hibachi plenti stapl general tso lo mein chicken broccoli etc typic order take fast fresh"," chinese",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.386652,-79.8212471,"PA","north versailles","15137","1724 Greensburg Ave","bamboo garden restaurant"
"904",904,904,"c clark","https://www.google.com/maps/contrib/109631916435058594635/reviews","en","ChIJgxfmudDoNIgRSLJ9PfY0W5g","https://lh5.googleusercontent.com/-E-hMcYIQSl0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcRqW04UVdNONkFgqMgxX66wtQPMw/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",4,"a month ago","had a fun time even though the bar and snack bar were closed, the operator allowed us to orders pizza delivered to the bowling alley. nice, clean. cosmic bowling option.",1549558150,"fun time even though bar snack bar close oper allow us order pizza deliv bowl alley nice clean cosmic bowl option"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.3827581,-79.8223686,"PA","north versailles","15137","356 Lincoln Hwy","north versailles bowling centre"
"905",905,905,"jeremiah mcauliffe","https://www.google.com/maps/contrib/112340870605327352997/reviews","en","ChIJayDWcjTpNIgRV26vHsdwjwE","https://lh5.googleusercontent.com/-VfpZaEMhPr4/AAAAAAAAAAI/AAAAAAAAAHQ/oNZl4V0aPbs/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"in the last week","wow! i know the history of the pizza, but they have actual steak on their steak salads, and they are able to get pasta delivered that doesn't turn to mush. there is lots of competition in this area for italian wedding soup... many a grandma's recipe is actually rather bland... shelly's is tasty. thanks!",1554238039,"wow know histori pizza actual steak steak salad abl get pasta deliv turn mush lot competit area italian wed soup mani grandma recip actual rather bland shelli tasti thank"," italian pizza salad soup",4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.404244,-79.8255,"PA","turtle creek","15145","912 Penn Ave Ext","shelly pie pizza"
"906",906,906,"steven may","https://www.google.com/maps/contrib/112679828308143320507/reviews","en","ChIJayDWcjTpNIgRV26vHsdwjwE","https://lh4.googleusercontent.com/-gxH927-fDQs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf5_LZA19spCHAG4Zc5azye18Jh7A/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg",5,"a month ago","staff is always friendly and service is quick.  the pizza here is amazing. the crust has great taste and texture and they load the toppings on the pizza. you definitely get your money's worth. the pizza is very constant but never the same shape.",1549679125,"staff alway friend servic quick pizza amaz crust great tast textur load top pizza definit get money worth pizza veri constant never shape"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.404244,-79.8255,"PA","turtle creek","15145","912 Penn Ave Ext","shelly pie pizza"
"907",907,907,"john j.","https://www.google.com/maps/contrib/114054965726001919392/reviews","en","ChIJayDWcjTpNIgRV26vHsdwjwE","https://lh6.googleusercontent.com/-79EWxzR3sNE/AAAAAAAAAAI/AAAAAAAAAK4/Z1K-IVlHpDo/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg",5,"4 months ago","delicious food, wonderful staff, and clean place! i???ve gone here since it opened and have known some of the staff for years. i cannot recommend this place enough! out-of-town and locals will all love this place. a long menu (the pizza is iconic! big, tasty, cheesy, and saucy! like a pizza i???ve never had before!) with rotating entrees! this restaurant is an amazing place to go out to dinner with any amount of people - 2 or 10! my family and friends all love this place and will never stop coming!",1543642906,"delici food wonder staff clean place gone sinc open known staff year recommend place enough town local love place long menu pizza icon big tasti cheesi sauci like pizza never befor rotat entre restaur amaz place go dinner ani amount peopl famili friend love place never stop come"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.404244,-79.8255,"PA","turtle creek","15145","912 Penn Ave Ext","shelly pie pizza"
"908",908,908,"gloria terzich","https://www.google.com/maps/contrib/101840508545755756170/reviews","en","ChIJayDWcjTpNIgRV26vHsdwjwE","https://lh5.googleusercontent.com/-u-lue76prKI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdrnRxFJt6L04gMNuo_jYBSjpSHIg/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a week ago","haven't had one of these pizzas for awhile. it was freakin delicious! forgot how good it is. a mushroom pizza was a nice change of pace on a friday during lent. i needed a fish break.",1553916392,"one pizza awhil freakin delici forgot good mushroom pizza nice chang pace friday dure lent need fish break"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.404244,-79.8255,"PA","turtle creek","15145","912 Penn Ave Ext","shelly pie pizza"
"909",909,909,"silvia phillips","https://www.google.com/maps/contrib/113845054768841174225/reviews","en","ChIJayDWcjTpNIgRV26vHsdwjwE","https://lh3.googleusercontent.com/-CU0s6uEu-NE/AAAAAAAAAAI/AAAAAAAAJ3w/F7rV72mn2BM/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a week ago","we ordered a medium pizza and it was huge and delicious and also shrimp alfredo and that was delicious as well. the service was fast and great. the building is a historical land mark. a definite return!",1553433256,"order medium pizza huge delici also shrimp alfredo delici well servic fast great build histor land mark definit return"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.404244,-79.8255,"PA","turtle creek","15145","912 Penn Ave Ext","shelly pie pizza"
"910",910,910,"joe leopold","https://www.google.com/maps/contrib/114843542840921670098/reviews","en","ChIJ8eIZ2KyIVogRZOfrijVk0SM","https://lh4.googleusercontent.com/-rvBT9CtrzuE/AAAAAAAAAAI/AAAAAAAAAew/sLp5Gt-EFLs/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"a month ago","bought several sandwiches.  prices are a bit much. sandwiches were good but value ,not so much.",1549930253,"bought sever sandwich price bit much sandwich good valu much"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.967889,-80.99729,"SC","rock hill","29732","2349-61 Cherry Rd","the honey baked ham company"
"911",911,911,"juergen kaiserling","https://www.google.com/maps/contrib/113212145268380641139/reviews","en","ChIJz8DMsSmJVogR-LqmJKeZq6w","https://lh5.googleusercontent.com/-5GgnzWmKNCw/AAAAAAAAAAI/AAAAAAAAALQ/PHqnSYSkE-M/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"a month ago","nice local neighborhood restaurant. it has a greek touch to the menu offerings. service is friendly and looks after us when we dinner there. i have always found the location unassuming. the entrance is behind an outside elevator and stairway. if you didn't know, you'd never look for a restaurant there. the signage is limited as well. if you are in the area, you will have to check it out, now that you know there is a restaurant in this plaza.",1550493872,"nice local neighborhood restaur greek touch menu offer servic friend look us dinner alway found locat unassum entranc behind outsid elev stairway know never look restaur signag limit well area check know restaur plaza"," greek sum",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9638614,-81.0338224,"SC","rock hill","29732","727 Dilworth Ln","nishie g's"
"912",912,912,"lia g","https://www.google.com/maps/contrib/110897981587581530068/reviews","en","ChIJz8DMsSmJVogR-LqmJKeZq6w","https://lh6.googleusercontent.com/-hPHJaQqHQGw/AAAAAAAAAAI/AAAAAAAAAFI/LV6Nh8onNig/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a month ago","delicious food at great prices! big portions. all homemade and made to order! my favorites are the honey hot popcorn chicken with their homemade ranch ( it is the best ranch you will ever have) and any of the pitas (ecspecially the souvlaki) with their homemade ???greek sauce???. they also make the best vegetable beef soup as a special.",1550359159,"delici food great price big portion homemad made order favorit honey hot popcorn chicken homemad ranch best ranch ever ani pita ecspeci souvlaki homemad greek sauc also make best veget beef soup special"," greek soup",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9638614,-81.0338224,"SC","rock hill","29732","727 Dilworth Ln","nishie g's"
"913",913,913,"michelle hoag","https://www.google.com/maps/contrib/106927558198075151516/reviews","en","ChIJKeH2f_LxMIgRbxzpeE5tiao","https://lh6.googleusercontent.com/-0UsA6raonUk/AAAAAAAAAAI/AAAAAAAABuA/rzAUqmFp5Mw/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a month ago","great place. ran like an well oiled machine. staff made sure to get people chairs about an hour and a half before show. got crowded but that's what ya get when a great band comes to a great place. food was great. i got a cheeseburger and french fries.",1549804801,"great place ran like well oil machin staff made sure get peopl chair hour half befor show got crowd ya get great band come great place food great got cheeseburg french fri"," french",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4831317,-81.7678484,"OH","cleveland","44102","11609 Detroit Ave","the brothers lounge"
"914",914,914,"jenny holloway","https://www.google.com/maps/contrib/106460583279519152651/reviews","en","ChIJB5naALjxMIgR9aRYnCGYG5Y","https://lh4.googleusercontent.com/--uvttD402yA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3retx7Rxa3YR5ColWmlHp6u6JG8xZQ/s128-c0x00000000-cc-rp-mo/photo.jpg",4,"a week ago","my top spot for seafood. good place to hang and eat some good food. the service was very helpful and observant. this place has a cool feel to it.",1553688894,"top spot seafood good place hang eat good food servic veri help observ place cool feel"," seafood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.4845001,-81.7460116,"OH","cleveland","44102","8905 Lake Ave","don's lighthouse grille"
"915",915,915,"shelley dyer","https://www.google.com/maps/contrib/102032721495773250136/reviews","en","ChIJB5naALjxMIgR9aRYnCGYG5Y","https://lh3.googleusercontent.com/-nftnNT2dX8Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rekCewoG8zhSo8YoI2_qriQBZ9zRA/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a week ago","seafood at this location - very good. got there near seven, it wasn't very crowded. certainly worth a return visit.",1553696402,"seafood locat veri good got near seven veri crowd certain worth return visit"," seafood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.4845001,-81.7460116,"OH","cleveland","44102","8905 Lake Ave","don's lighthouse grille"
