business_id,name,address,state,postal_code,stars,categories,city
KQoeETpQ1nBEQ6fVOtFgWQ,Hamptons,"440 S Rampart Blvd, Ste 180",NV,89145.0,4.0,"Restaurants, American (New)",las vegas
XOjlj7fVauWibKrhXMS-uQ,Double Dragon,22929 Broadway Ave,OH,44146.0,4.0,"Chinese, Restaurants",bedford
O3PiNOj1vv5dCCywdw3_og,Panda Express,908 E Broadway Ave,AZ,85282.0,2.5,"Chinese, Fast Food, Restaurants",tempe
VXOmtsBy1QnMXY34M6qeMQ,DK Dogs,"4700 North 12th St, Ste 122",AZ,85014.0,4.5,"Street Vendors, Food, Food Stands, Restaurants, Hot Dogs, Food Trucks",phoenix
Ooy7Mf6uu2oCiHFokplmwA,Which Wich,11318 N Community House Rd,NC,28277.0,3.5,"Sandwiches, Restaurants",charlotte
wmpLZX3Ye-C7tDBEgAMFEA,Potbelly Sandwich Shop,3131 S Market St,AZ,85295.0,3.5,"Fast Food, Delis, Sandwiches, Restaurants, Soup, Salad",gilbert
BX8Hs_zmd7JSl9L94ziaLg,Ok Chicken,6850 Spring Mountain Rd,NV,89146.0,5.0,"Korean, Restaurants, Chicken Wings",las vegas
Wg4jlAgOUB51aX1c3ex9GQ,Sushi Sen,"7001 N Scottsdale Rd, Ste 154",AZ,85253.0,4.0,"Japanese, Restaurants, Ramen, Seafood, Sushi Bars",scottsdale
-GUi0xyzwT9KJPS0v96dRA,Piza Pizza,7047 E McDowell Rd,AZ,85257.0,2.5,"Chicken Wings, Pizza, Sandwiches, Restaurants",scottsdale
AwqxDqqodPn57LqnoKtwxA,Wings Express,761 S Alma School Rd,AZ,85210.0,3.5,"Barbeque, American (New), Restaurants, Food",mesa
CcK-g4IrT8E0ywMJFb63TA,McAlister's Deli,2706 W Mallard Creek Church Rd,NC,28262.0,3.5,"Salad, Sandwiches, Delis, Restaurants, American (Traditional)",charlotte
O4lGWwE978nAuZQc8ELvgw,Raising Cane's Chicken Fingers,1930 S Greenfield Rd,AZ,85206.0,3.5,"Chicken Shop, Fast Food, Restaurants",mesa
Eg_M8eeu9SDEdbP7iUmVbQ,The Porch at Schenley,221 Schenley Dr,PA,15213.0,3.5,"Restaurants, Soup, Sandwiches, Pizza, Burgers, American (New)",pittsburgh
Lu8ueuI4LF5i6_km0ip0xw,Cafe Rio,2119 N Power Rd,AZ,85215.0,2.0,"Restaurants, Mexican",mesa
Hpb4Sayep_3Ccd-35ww1hw,Jacksons Restaurant,8402 University Blvd,PA,15108.0,3.0,"American (New), Restaurants",coraopolis
3ZIQgE3msz0DwlB7qXhNjQ,Zaipi's Raspados & More,"965 E Van Buren, Ste 121",AZ,85323.0,4.5,"Shaved Ice, Food, Desserts, Restaurants, Mexican",avondale
iu-KRfucMNM1j9-EstPGXg,Sonic Drive-In,6301 W Lake Mead Blvd,NV,89108.0,2.0,"Food, Ice Cream & Frozen Yogurt, Restaurants, American (Traditional), Fast Food, Burgers",las vegas
lWnG8JOua6jJ_STTLLstlg,Ice Land Vegas,"1000 S Rampart Blvd, Ste 15",NV,89145.0,4.5,"Coffee & Tea, Gelato, Cafes, Restaurants, Desserts, Food, Ice Cream & Frozen Yogurt",las vegas
Ar3xZEZJxs4YHjg7xmtDzg,Jamba Juice,"1653 S Dobson Rd, Ste 102",AZ,85202.0,4.0,"Restaurants, Juice Bars & Smoothies, Food",mesa
_PZbgxbL99rmR6zxcy5BPg,VIPizza,"202 Market St, Ste I",NC,28032.0,4.5,"Restaurants, Pizza, Italian, Sandwiches",cramerton
qVpfhkHMvF9Rlwe9dqPlBg,Carniceria Mi Casita,4203 N 19th Ave,AZ,85015.0,3.5,"Food, Meat Shops, Specialty Food, Mexican, Restaurants",phoenix
1PFj0yJ0EzwQXIOsIT2y3w,Thirsty Lion Gastropub & Grill,2212 E Williams Field Rd,AZ,85297.0,3.5,"Bars, Food, Beer, Wine & Spirits, Pubs, American (Traditional), Restaurants, Beer Bar, Nightlife, Gastropubs",gilbert
m-dhoSt3TrHh2N5yPzYnsg,Burger King,11025 N Tatum Blvd,AZ,85028.0,2.0,"Restaurants, Food, Burgers",phoenix
wuTVGJ4rHBjj35fOqaZqHg,Niki's Food Shop,2200 Beatties Ford Rd,NC,28216.0,3.5,"Delis, Salad, Breakfast & Brunch, Southern, Sandwiches, Soul Food, Restaurants, American (Traditional)",charlotte
8GC_bLQu_ui9a_Wtb335Jw,Tops China Restaurant,"2127 Beatties Ford Rd, Ste A",NC,28216.0,3.0,"Chinese, Restaurants",charlotte
RVEmagXK4BzWp8Qws25PDw,Arnie's Pizzeria,"7750 S Jones Blvd, Ste 103",NV,89139.0,5.0,"Restaurants, Burgers, Pizza, Italian",las vegas
oTUpxF_E9D1n_LhN5N0NXg,Popeyes Louisiana Kitchen,2856 S Nellis Blvd,NV,89121.0,2.0,"American (Traditional), Restaurants, Chicken Wings, Fast Food",las vegas
Rq6WYcNMX8VZohD89LGWaQ,Jack In The Box,20385 N Hayden Rd,AZ,85255.0,2.0,"Restaurants, Fast Food",scottsdale
S3LjIC8u9lhI54OrmhFi6w,Parkway House Family Restaurant,3770 Concord Pkwy S,NC,28027.0,3.5,"Restaurants, American (New)",concord
NRAwvyYffhIG0xxfAL-l2g,All American Sports Grill- Fountain Hills,"16872 E Ave Of The Fountains, Ste 104",AZ,85268.0,3.5,"Pizza, Bars, Sports Bars, American (Traditional), Restaurants, Nightlife",fountain hills
gpaseUoOfgPRzfekQVN6Vw,Mario's,6031 Royalton Rd,OH,44133.0,3.0,"Italian, Restaurants, Bars, Nightlife, American (New)",north royalton
uuaH1UNcqcV-alT6nh42WA,Lino's Pizzeria & Italian Restaurant,4210 W Craig Rd,NV,89032.0,4.0,"Food Delivery Services, Restaurants, Pizza, Food, Italian",north las vegas
BXkLf3mP3ruS9oi-Zk7teQ,Which Wich Superior Sandwiches,"970 Branchview Dr NE, Ste 220",NC,28025.0,2.5,"Ice Cream & Frozen Yogurt, Restaurants, Sandwiches, Food, Desserts",concord
7ABOYoF6DeUnX-jTYH14wA,Red Lobster,7240 W Ray Rd,AZ,85226.0,3.5,"Restaurants, Seafood, American (Traditional)",chandler
8YyBAyA3TKpaVxy99FRWjA,Taqueria Express,6927 Albemarle Rd,NC,28227.0,3.5,"Mexican, Restaurants",charlotte
k8BThB11SS-DQDTl--kG8Q,La Fondita,12010 W Thunderbird Rd,AZ,85335.0,3.0,"Restaurants, Mexican",el mirage
bFaFb7wu7swOp5qD8lNMog,Mian Sichuan Noodles,"4355 Spring Mountain Rd, Ste 107",NV,89102.0,4.5,"Restaurants, Chinese, Szechuan, Noodles",las vegas
A_wn7gdvQAv5F2-0CBjgEA,Buffalo Wild Wings,1335 Savoy Plaza Drive,IL,61874.0,3.0,"Restaurants, Nightlife, Bars, Sports Bars, American (Traditional), Chicken Wings, Burgers",savoy
AwcBjh66yGOnao4SUHCW9g,Kimmyz on Greenway Rock & Roll Bar & Grill,5930 W Greenway Rd,AZ,85306.0,4.0,"Pubs, Venues & Event Spaces, Dive Bars, Arts & Entertainment, Music Venues, American (Traditional), Restaurants, Event Planning & Services, Burgers, Nightlife, Bars, Sports Bars",glendale
N-RvDnKBTGa-jwD4u1kjvw,Panera Bread,7635 W Bell Rd,AZ,85382.0,2.5,"Sandwiches, Soup, Cafes, Bakeries, Salad, Food, Restaurants",peoria
xxcGx-mGyGx8mTkYPHBJtA,Festival Buffet,777 W Lake Mead Pkwy,NV,89015.0,2.5,"Buffets, Restaurants",henderson
ZRXL5kBWxRcGmgImzKq4QQ,Scorchers Casual Eatery & Draft House,5039 Westlawn Rd,OH,44128.0,3.0,"Food, Restaurants, Nightlife, Bars, American (New)",cleveland
MeSrAvgBNWHP2Js2--b6zw,P.A.K Crepes & Coffee,"7540 W Indian School Rd, Ste A4",AZ,85033.0,4.5,"Restaurants, Coffee & Tea, Creperies, Ice Cream & Frozen Yogurt, Food",phoenix
tbMAjldMYhvDUS2gG5Fdxw,Bamboo Cafe,6615 W Happy Valley Rd,AZ,85310.0,3.5,"Gluten-Free, Restaurants, Chinese, Asian Fusion",glendale
iFCz-xI7CV98fcaB4Chh3g,The Black Sheep,8680 W Warm Springs Rd,NV,89148.0,4.5,"Nightlife, Wine Bars, Restaurants, Cocktail Bars, American (New), Bars",las vegas
3IobmJr-mqkF3l0hChAFcQ,Taco Bell,13660 Euclid Avenue,OH,44112.0,3.0,"Food, Restaurants, Tex-Mex, Fast Food, Mexican",east cleveland
KhgWgCjLfHEHBOLP5G6QSQ,Hickory Tavern,6455 Old Monroe Rd,NC,28079.0,2.5,"American (Traditional), Comfort Food, Bars, Restaurants, Sports Bars, Nightlife, Chicken Wings",indian trail
YV2UPfovJZVKSEQjgTdbpA,Mario's Family Italian Restaurant,935 Beaver Grade Rd,PA,15108.0,4.0,"Restaurants, Event Planning & Services, Caterers, Italian",coraopolis
Cly7wJhbXIDID_quND01_w,Flower Child,1007 South Rampart Blvd,NV,89145.0,4.5,"Vegetarian, Salad, American (New), Restaurants",las vegas
nDT0T3yW6G89vzdx4p_P4A,Jin House,2255 Kresge Dr,OH,44001.0,4.0,"Restaurants, Asian Fusion, Japanese, Chinese",amherst
PXrvCV3ZjU60s0_hIuffvA,Cherubs Cafe,23 N Main St,NC,28012.0,5.0,"Cafes, Restaurants, Salad, Sandwiches",belmont
UOK4ARjGtOtfYZSIm57ROw,Mexicasa Restaurant and Grill,"4475 Hwy 49 S, Ste 200",NC,28075.0,3.5,"Salad, Restaurants, Mexican, Desserts, Food",charlotte
9UH89MK29yaYa5BV95kcHg,Georgio's Oven Fresh Pizza-University Heights,13942 Cedar Rd,OH,44118.0,3.0,"Pizza, Restaurants",cleveland
8fTmSEyKwsC863IEMwEIxA,Little Caesar's Pizza,"33419 Vine St, Unit C",OH,44095.0,4.0,"Restaurants, Pizza",willowick
P0ExWEi-kiFuXdKoc--j5w,Jason's Deli,8690 Concord Mills Blvd,NC,28027.0,4.0,"Sandwiches, Delis, Salad, Restaurants, Caterers, Event Planning & Services",concord
dThrFTK_bqo1woPvUgY70g,Pomelo,"7100 N 12th St, Bldg One",AZ,85020.0,4.0,"Bars, American (New), Restaurants, Cocktail Bars, Pizza, Italian, Breakfast & Brunch, Nightlife",phoenix
30uxz3C85N_QnpDoyz0ytw,Olive Garden Italian Restaurant,260 Mall Blvd,PA,15146.0,4.0,"Bars, Restaurants, Wine Bars, Italian, Salad, Nightlife",monroeville
NeliCHhyXIHYVTnDyl7J1Q,Chick-fil-A,10652 N 89th Pl,AZ,85260.0,3.5,"Fast Food, Caterers, Event Planning & Services, Restaurants, Food",scottsdale
TXV5mRFOGjwY7igrPjkKVA,Scotch 80 Prime,4321 West Flamingo Rd,NV,89103.0,4.5,"Restaurants, Steakhouses",las vegas
Lz0AJ2Hzr1ITh160NAnMoQ,Wendy's,500 N Green Valley Pkwy,NV,89074.0,2.5,"Burgers, Restaurants, Fast Food",henderson
PigJeFg2m89ige5rbxlQgw,Burger King,695 S Val Vista Dr,AZ,85296.0,2.0,"Fast Food, Burgers, Restaurants",gilbert
0Nb4piKDUVbedlrakwEUuw,Del Taco,7757 N El Capitan Way,NV,89143.0,3.0,"Fast Food, Restaurants",las vegas
O3OH5IEFMPtz7mPKakPZ3Q,Japaneiro,"7315 W Warm Springs Rd, Ste 170",NV,89113.0,4.5,"Asian Fusion, Seafood, Restaurants, French, Japanese, Tapas Bars",las vegas
BKg8YIGX_5YyUczmBAyyCQ,China Passion,2775 S Nellis Blvd,NV,89121.0,4.5,"Food Delivery Services, Food, Soup, Chinese, Restaurants",las vegas
2zx0Pt5OeHhjAZoNRqYTog,Fuegos - Steak Tapas Vegan,904 Williamson St,WI,53703.0,3.5,"Steakhouses, Tapas Bars, Spanish, Vegan, Tapas/Small Plates, Restaurants, Vegetarian",madison
x0y6TU_03x7ZOjzKCiekkQ,Arby's,11054 N Frank Lloyd Wright Blvd,AZ,85259.0,2.5,"Sandwiches, Restaurants, Fast Food",scottsdale
I8DIq321Tkm-wi9z5gTv9A,Duckworth's Grill & Taphouse,330 N Tryon St,NC,28202.0,3.5,"Bars, Nightlife, American (Traditional), Sports Bars, Beer, Wine & Spirits, Food, Gastropubs, Chicken Wings, Cocktail Bars, Cheesesteaks, Restaurants",charlotte
k_luboaCkZRUo5KL7phVvQ,Pt's Gold,8275 S Fort Apache,NV,89178.0,3.0,"Nightlife, Breakfast & Brunch, Pubs, Sports Bars, Pizza, Beer Bar, Bars, Restaurants, American (Traditional)",las vegas
PAr8XQLgVx2bFIs7OCqPwg,Geno's Pizza & Cheesesteaks,734 N McQueen Rd,AZ,85233.0,2.5,"Pizza, Restaurants",gilbert
OLceT-xSok7HlL5F6ZZKKA,Smokey Bones Bar & Fire Grill,7725 Reynolds Road,OH,44060.0,2.5,"Restaurants, American (Traditional), Burgers, Barbeque",mentor
OHlWeG019fqPbvYO5ZDEqg,Shamrock Bar & Grille,117 W Main St,WI,53703.0,4.0,"Nightlife, Gay Bars, American (Traditional), Bars, Restaurants",madison
REbr-5VuKm9yGFWstjuceg,Jimmy John's,4469 W Flamingo Rd,NV,89103.0,3.5,"Restaurants, Fast Food, Delis, Salad, Sandwiches, French",las vegas
OMlvHQ6ywnJJ6h_5gTnqAA,Shoney's Restaurants,8531 N Tryon St,NC,28262.0,2.0,"Restaurants, Breakfast & Brunch, American (Traditional), Burgers",charlotte
P7j_K9baGxWPlInbjn0OOg,Pita Bistro,"4740 S 48th St, Ste 111",AZ,85040.0,4.0,"Bars, Nightlife, Food, Juice Bars & Smoothies, Salad, Beer, Wine & Spirits, Mediterranean, Wine Bars, Middle Eastern, Restaurants",phoenix
vuqHcBCbxH36hCFsZ1W-0Q,Mulligan's Pub,6471 Boulder Hwy,NV,89122.0,3.5,"Nightlife, Irish, Pubs, Restaurants, Bars, Irish Pub",las vegas
IzAuLLI49vgqsGrA0GgYsA,Lo-Lo's Chicken & Waffles,401 E Jefferson St,AZ,85004.0,3.5,"Waffles, Hot Dogs, Restaurants, Chicken Wings, Southern, Barbeque, Chicken Shop",phoenix
uU8up3hGwW9qnzQD1HZsMQ,Hot Wok Chinese Restaurant,1050 E Ray Rd,AZ,85225.0,3.5,"Restaurants, Seafood, Chinese, Soup",chandler
4NfjvMzUG5rbkxtPg-8pkw,Panda Express,"7000 16th St, Ste 100",AZ,85020.0,2.5,"Restaurants, Chinese, Fast Food",phoenix
xUvgrDdKhcmaP6Zv0ssb6A,Manuel's Mexican Restaurant & Cantina - Tempe,2350 E Southern Ave,AZ,85282.0,3.5,"Tacos, Tex-Mex, Soup, Mexican, Restaurants, Seafood",tempe
pu7maVMRHbIUv2x3B_xMHQ,Rico's American Grill,7677 N 16th St,AZ,85020.0,3.0,"American (New), Breakfast & Brunch, Sandwiches, Nightlife, Burgers, Bars, Restaurants, American (Traditional), Salad",phoenix
VTJIw7e4s5MSkg4OdNer6w,Miko Poke,"2701 Monroe St, Ste 250",WI,53711.0,4.0,"Poke, Restaurants, Food, Hawaiian",madison
yH83tf58E9jrME5U4HGAMg,Copper Plate,Phoenix Sky Harbor Airport,AZ,85034.0,2.0,"American (Traditional), Restaurants, Diners",phoenix
oNVpIJPrv1_5HIBqVjZKUg,SmokeN'Grind,,AZ,85085.0,5.0,"Restaurants, Event Planning & Services, Barbeque, Food, Food Trucks, Caterers",phoenix
RpSo3IF05gZJdZcvrVntJA,Subway,"3141 S McClintock Dr, Ste 7",AZ,85282.0,3.0,"Fast Food, Sandwiches, Restaurants",tempe
Ns20WGWn6s6niKAGIQB4UQ,Crescent Ballroom,308 N 2nd Ave,AZ,85003.0,4.0,"Lounges, Mexican, Music Venues, Nightlife, Restaurants, Arts & Entertainment, Bars",phoenix
sRqEkekhVMhXVY-05TzVww,B Spot,18066 Royalton Rd,OH,44136.0,3.5,"Restaurants, American (New), Salad, Burgers",strongsville
sAN_1jFisdABjadmlDV_zA,Asian Star Buffet,6005 E Southern Ave,AZ,85206.0,2.5,"Restaurants, Sushi Bars, Asian Fusion",mesa
U33yMM_-xV-qYLKb1LGLPQ,Subway,6150 W Charleston Blvd,NV,89146.0,2.5,"Sandwiches, Restaurants, Fast Food",las vegas
14gcM85Uwf7_alLqDcOGOA,The Bench Local Eats & Beats,1807 E Baseline Rd,AZ,85283.0,2.0,"Nightlife, Music Venues, Restaurants, American (Traditional), Bars, Sports Bars, Arts & Entertainment",tempe
aHFkZDm8g27zpzydNE8OMg,Sinful Subs,"5135 S Fort Apache Rd, Ste 145",NV,89148.0,4.5,"Restaurants, Sandwiches, Salad",las vegas
80Lkm305ZOkQdMEIvOy_lw,TAP Sports Bar,3799 Las Vegas Blvd S,NV,89109.0,3.5,"Nightlife, Restaurants, Bars, Sports Bars, American (Traditional)",las vegas
0dRqzEG9-2QNnvJtdpdDZw,Panera Bread,5430 Centre Ave,PA,15232.0,2.5,"Soup, Food, Sandwiches, Breakfast & Brunch, Salad, Bagels, Restaurants",pittsburgh
lPflTT3i1rLsLKBp4ax7_g,Birt's Bistro,16752 N Greasewood St,AZ,85378.0,4.0,"Books, Mags, Music & Video, Used Bookstore, Shopping, Local Services, Bookstores, Community Service/Non-Profit, American (New), Event Planning & Services, Bistros, Caterers, Restaurants",surprise
c8DO25hR5lNWOwQmz1hhpQ,Domino's Pizza,510 S Dobson Rd,AZ,85202.0,3.0,"Pizza, Sandwiches, Restaurants, Chicken Wings",mesa
uHti3h-whEyLi4Sx5Sri_w,Subway,"4200 S Arizona Ave, Ste 4",AZ,85248.0,3.5,"Fast Food, Restaurants, Sandwiches",chandler
qh1GCWP_2TKxevp3ZeMxag,Chan's Tea House,1009 W View Park Dr,PA,15229.0,3.5,"Soup, Chinese, Restaurants, Noodles",west view
uKesGTGs1o5KgazKq-0iMQ,Pho Minh,4917 Penn Ave,PA,15224.0,4.0,"Restaurants, Vietnamese",pittsburgh
Rv0UdhYw_UVIv4D2lc-qgg,TangTangTang,"6000 Spring Mountain Rd, Ste 1B",NV,89146.0,4.5,"Korean, Restaurants, Soup",las vegas
BWVMaAZS6DMVk_wU9jVc7w,Dairy Queen,761 E Union Hls Dr,AZ,85024.0,2.5,"Restaurants, Ice Cream & Frozen Yogurt, Fast Food, Food",phoenix
gg0zeYKlmvk_rScipyOyKw,Rilibertos Fresh Mexican Food,734 N Nellis Blvd,NV,89110.0,4.0,"Restaurants, Mexican",las vegas
b-RSw4G3HJvGfwvRLzuLPw,SUGARCANE Raw Bar Grill,3355 Las Vegas Blvd S,NV,89109.0,4.0,"Nightlife, Bars, Coffee & Tea, Tapas/Small Plates, Wine Bars, American (Traditional), Cocktail Bars, American (New), Tapas Bars, Desserts, Food, Restaurants",las vegas
GmSoeD2ye8_Iwa8SsxS97g,Tropical Smoothie Cafe,"1155 W. Ocotilla Road, Unit 3",AZ,85248.0,3.0,"Caterers, Thai, Sandwiches, Breakfast & Brunch, Salad, Food, Juice Bars & Smoothies, Restaurants, Event Planning & Services",chandler
M4mNS2LZPjpzQyiJgL8znw,Aroojis Wine Room,"5349 Ballantyne Commons Pkwy, Ste 200",NC,28277.0,3.5,"Restaurants, Bars, Nightlife, Italian, Wine Bars, Cocktail Bars",charlotte
ajjFfYbNbij-msLfX8KgLA,Paris Room,7 N Main St,OH,44022.0,3.5,"Cafes, Bars, Restaurants, French, Nightlife",chagrin falls
nykN6bAZBjmy_4CvshkRKQ,Subway,"23359 N Pima Rd, Ste C-145, Desert Village Shopping Center",AZ,85255.0,2.0,"Sandwiches, Fast Food, Restaurants",scottsdale
yzgiakgxJnZKa7gn6bo7dw,Kyoto Bowl,3101 S Mill Ave,AZ,85282.0,2.5,"Japanese, Restaurants",tempe
H5S9GCysrp8RZfCXEKSuHA,Las Pupusas,945 W Craig Rd,NV,89032.0,3.0,"Latin American, Restaurants",north las vegas
aTvmLm3YfTs_L290fEolEw,Ori'Zaba's Scratch Mexican Grill,1263 E Silverado Ranch Blvd,NV,89183.0,3.5,"Event Planning & Services, Restaurants, Caterers, Mexican",las vegas
OA5Li3ySzhrbG_WvD_QGYA,Barrio,806 Literary Rd,OH,44113.0,4.0,"Bars, Nightlife, Restaurants, Mexican",cleveland
UpjxkmIiU88oXzmZlS3seA,Village Inn,2935 S Alma School Rd,AZ,85286.0,3.0,"Restaurants, American (Traditional), Breakfast & Brunch",chandler
pIYXpJQUFvcy_RXylnygyg,Pizza Hut,"18235 Euclid Ave, Ste FF",OH,44112.0,1.0,"Italian, Restaurants, Chicken Wings, Pizza",cleveland
42eixGgo0CM_fXfD17NDGQ,Ramen Time,1857 N Scottsdale Rd,AZ,85281.0,4.5,"Restaurants, Bubble Tea, Food, Noodles, Ramen, Japanese",tempe
ede2MkaohtkWU4GtrgdfsQ,Sal & Al's Diner,2261 Cooper Foster Park Rd,OH,44001.0,4.0,"Ice Cream & Frozen Yogurt, American (Traditional), Restaurants, Food",amherst
xR1gLCH5resvtq1eV1nebg,Cold Beers & Cheeseburgers - Old Town,4222 North Scottsdale Rd,AZ,85251.0,3.5,"Food, Bars, Fast Food, Sports Bars, Restaurants, American (Traditional), Diners, Beer, Wine & Spirits, Nightlife, Burgers",scottsdale
6SN1K-dWH5LoGHz4-SA1HQ,Little Caesars Pizza,"4450 E Mcdowell Rd Suite 130, Ste 130",AZ,85008.0,1.5,"Restaurants, Pizza, Fast Food",phoenix
NcCl0Awt7dF6PZmFHXWGNw,McDonald's,430 Penn Ave,PA,15221.0,2.5,"Burgers, Restaurants, Food, Coffee & Tea, Fast Food",wilkinsburg
b48IZPvY6MQO8MXK3uCNCQ,Village Pub & Poker,10420 S Bermuda Rd,NV,89183.0,4.0,"Pubs, Arts & Entertainment, Nightlife, Food, Casinos, Breweries, Restaurants, Bars, American (Traditional)",las vegas
GJVF0797Y2fVkMZFQFM8Rg,Kale & Clover,20511 N Hayden Rd,AZ,85255.0,4.0,"Restaurants, American (New), Sandwiches, Salad",scottsdale
8K3CRM4COa0SSBEvli0fJQ,Paymons Mediterranean Cafe & Hookah Lounge,8380 W Sahara Ave,NV,89117.0,3.5,"Bars, Middle Eastern, Grocery, Vegetarian, Greek, Nightlife, Mediterranean, Restaurants, Food, Hookah Bars",las vegas
JtjXRSvLtZhWeCcZ5aJeZA,Cindy's Arizona Cafe,124 E McKellips Rd,AZ,85201.0,3.5,"American (Traditional), Diners, Restaurants",mesa
CIb1HTCKrOJ-BDWQDrkoOw,In-N-Out Burger,1342 S Alma School Rd,AZ,85210.0,3.5,"Burgers, Fast Food, American (Traditional), Restaurants",mesa
R1oI13c1oNxE91wkjYDeow,Pure Sushi,"20567 N Hayden Rd, Ste 100",AZ,85255.0,4.0,"Japanese, Asian Fusion, Restaurants, Sushi Bars",scottsdale
GSzgEBYd1hYebz1xi5jrmw,Domino's Pizza,"7591 N Cimarron Rd, Ste 110",NV,89131.0,4.0,"Sandwiches, Pizza, Chicken Wings, Restaurants",las vegas
f29HwpckASrGkxKnB00XTA,Sushi Guru,1217 The Plaza,NC,28205.0,3.5,"Restaurants, Sushi Bars",charlotte
pjpUOlJLlkIxBZ5BquA2PA,Pomo Pizzeria - Phoenix,"705 N 1st St, Ste 120",AZ,85004.0,4.5,"Restaurants, Pizza, Sandwiches, Italian",phoenix
Qwo5XmriFv2KAcNUwxl6_A,McDonald's,1865 New Texas Rd,PA,15239.0,3.0,"Fast Food, Coffee & Tea, Restaurants, Burgers, Food",plum
UeowoS_TiyLXNIoM4_LQ2Q,Showmars Denver,"7260 Hwy 73, Ste 119",NC,28037.0,3.5,"Food, American (New), Restaurants",denver
F3iG7XyIsojEfFFMGXAVEQ,Papa John's Pizza,"5570 Camino Al Norte, Ste D2",NV,89031.0,1.5,"Pizza, Restaurants",las vegas
BQKPbuILIAG53XtIZ51s5Q,Original Tommy's Hamburgers,7079 W Craig Rd,NV,89129.0,3.5,"Food, Restaurants, Burgers",las vegas
hMBfOXR1v2jjRUzpm1sUKA,5100 Bar & Grill,5100 Erling Ave,WI,53558.0,3.0,"Bars, Restaurants, Sports Bars, American (New), Nightlife",mcfarland
zaw43jYgK4BGuTaYn37qMg,Tropical Smoothie Cafe,"76 West Horizon Ridge Parkway, Suite  # 120",NV,89015.0,3.0,"Food, Restaurants, Caterers, Cafes, Sandwiches, Event Planning & Services, Fast Food, Juice Bars & Smoothies",henderson
BQbDU21SuXERM_gK9AA9AQ,Einstein Bros Bagels,901 W University Ave,IL,61801.0,3.5,"Sandwiches, Restaurants, Breakfast & Brunch",urbana
wtazPNyIbsRMHmrpEYbqZA,Golden Krust Caribbean Bakery & Grill,"440 E McCullough Dr, Ste 126",NC,28262.0,3.0,"Bakeries, Food, Caribbean, Restaurants",charlotte
lgsKiyTSYJQ3xy31dWJb-Q,Dairy Queen,"15261 N Reems Rd, Ste 104",AZ,85379.0,2.0,"Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt, Fast Food, Desserts",surprise
Z1EMKsow2XgbgVYoGbX20g,Pizzario Phoenix,2206 E Magnolia St,AZ,85034.0,5.0,"Pasta Shops, Chicken Wings, Restaurants, Pizza, Caterers, American (New), Burgers, Event Planning & Services, Desserts, Food Delivery Services, Food, Sandwiches, Italian, Specialty Food, Breakfast & Brunch, Salad",phoenix
-qqMAXJh3CIlfUr7DO0yHQ,KFC,14901 Snow Rd,OH,44142.0,2.0,"Chicken Wings, Fast Food, Restaurants, Chicken Shop",brook park
hx-wUVCwIDyf_Yv2ZcaMfQ,Athena's,4037 State Rd,OH,44223.0,4.5,"Food Delivery Services, Food, Restaurants, Pizza",cuyahoga falls
q2J02EuoM_UXdHe5k9_J0g,Meatballz,"7342 E Shea Blvd, Ste 111",AZ,85260.0,4.5,"Comfort Food, Restaurants, Bars, Pubs, American (New), Nightlife, Sports Bars, Beer Bar",scottsdale
nuMmehPFS5kI1_C9bBlK5A,Uptown Coffee,723 Washington Rd,PA,15228.0,4.0,"Coffee & Tea, Food, Bakeries, Restaurants",pittsburgh
liPSeXaAfv8jxRGJ717VmQ,Nano Brew,1859 W 25th St,OH,44113.0,3.5,"Nightlife, Restaurants, Burgers, Bars, American (New), Breweries, Food",cleveland
PbyUiq4uk7ycJz0QujOQNQ,Tivoli Gardens,12535 W Bell Rd,AZ,85374.0,3.0,"Italian, Breakfast & Brunch, Restaurants, American (Traditional), American (New)",surprise
qNyp4GMPiRqbY3kbbPju8w,Boulevard Lounge,1150 Brookline Blvd,PA,15226.0,4.0,"Nightlife, Restaurants, Bars, American (Traditional)",pittsburgh
kiweDovyXezj-ZMpB1tlXg,Village Pub & Poker,2301 E Sunset Rd,NV,89119.0,4.0,"Breweries, American (Traditional), Casinos, Arts & Entertainment, Restaurants, Food, Pubs, Bars, Nightlife",las vegas
BHIIG8miKQo3s7bodp2ICA,Checkers,6464 N Decatur Blvd,NV,89131.0,2.5,"Hot Dogs, Burgers, Fast Food, Restaurants",las vegas
oCwJdiYhZS8VM5_LgmQP0g,Arriba Mexican Grill,2855 S Market St,AZ,85295.0,2.5,"Restaurants, Mexican",gilbert
HNv5U4CnJIY5CiwdedVrHQ,AMP 150,4277 W 150th St,OH,44135.0,3.5,"American (New), Lounges, Bars, Nightlife, Restaurants",cleveland
ym5FOqL6tGbgynzwKMHZuw,Crab Corner,6485 S Rainbow Blvd,NV,89118.0,3.5,"Nightlife, Bars, Restaurants, Sports Bars, Seafood",las vegas
-fSW_9x8c_wTm1zS4dz3rw,Express Donuts,"13824 W Mcdowell Rd, Ste 103",AZ,85395.0,4.5,"Food, Donuts, Bagels, Breakfast & Brunch, Coffee & Tea, Restaurants",goodyear
ijO4F7L6HEuCGBM73gwnOg,La Mixteca Restaurant,510 N Cunningham,IL,61822.0,5.0,"Restaurants, Mexican",urbana
