business_id,name,address,city,state,postal_code,stars,review_count,categories
UQiUVCtG-rJxoriuEv1RRQ,Cafe Forte,7032 E Main St,scottsdale,AZ,85251.0,4.0,94,"Italian, American (New), Restaurants, Vegan"
Tr8TJnMoSgBvfZvmCx9-eQ,The Franklin Inn,2313 Rochester Rd,pittsburgh,PA,15237.0,3.5,124,"Mexican, Ethnic Food, Food, Restaurants, Specialty Food"
DS8iFty1c_4YGn8sCIOFAA,Auntie Anne's,3111 W Chandler Blvd,chandler,AZ,85226.0,3.5,11,"Bakeries, Restaurants, Food, Fast Food, Pretzels"
-DU8jf5nA1_yaOqsKsLqmw,Tiffany's Pizza,5035 Turney Rd,cleveland,OH,44125.0,4.0,9,"Pizza, Sandwiches, Restaurants"
MSc5pybthcvHa0g_lg5wuQ,Dewey's Pizza,2194 Lee Rd,cleveland heights,OH,44118.0,4.5,155,"Pizza, Restaurants"
8RdsWc09Scotx4YD1GgPKg,Gyros Town,9940 W Happy Valley Pkwy 101,peoria,AZ,85383.0,4.0,107,"Restaurants, Greek, Mediterranean"
-fbpSXmv2RhFc-h6JyC0aw,Pangea Tapas Bar & Grill,"13016 Eastfield Rd, Ste B-100",huntersville,NC,28078.0,3.5,23,"Restaurants, Tapas Bars, American (Traditional), Caribbean, Chicken Wings"
nqHZia9GEkcPobU87hBwzg,Pizza Hut,"15105 John J Delaney Dr, Ste 1",charlotte,NC,28277.0,1.5,20,"Pizza, Chicken Wings, Italian, Restaurants"
GEpavUjzVf5ATsGYkPu0WA,Orbis Caffe,675 Washington Rd,pittsburgh,PA,15228.0,3.5,54,"Bakeries, Restaurants, Wraps, American (New), Coffee & Tea, Food"
ikaff3b56-CXzXADJ6uY6w,Mikey's Family Restaurant,9333 E Main St,mesa,AZ,85207.0,4.0,44,"American (Traditional), Breakfast & Brunch, Diners, Cafes, Restaurants"
JZGObzUxfOsotOkp1pecdQ,Crispys Bar And Grill,3399 Cloverleaf Pkwy,kannapolis,NC,28083.0,4.5,113,"Food, American (New), Nightlife, American (Traditional), Bars, Pubs, Restaurants, Beer, Wine & Spirits"
elqbBhBfElMNSrjFqW3now,Pin Kaow Thai Restaurant,1974 N Rainbow Blvd,las vegas,NV,89108.0,4.0,631,"Restaurants, Thai"
l3jXlEDlVfKj_ECpU7tobA,Draught,601 S Cedar St,charlotte,NC,28202.0,3.5,248,"Beer, Wine & Spirits, Sports Bars, Food, Nightlife, Breakfast & Brunch, Bars, Gastropubs, Restaurants, American (New)"
ts5Vjynp92Uvzyouj0NGFQ,Popeye's Louisiana Kitchen,4200 N Washington Blvd,nellis air force base,NV,89191.0,3.0,17,"Restaurants, Fast Food, Chicken Wings"
aiX_WP7NKPTdF9CfI-M-wg,Culinary Dropout,149 S Farmer,tempe,AZ,85281.0,4.0,1463,"American (New), Restaurants"
JMwwxARF34aR1aq7hzpiJQ,Las Pupusas,"7450 W Cheyenne Ave, Ste A108",las vegas,NV,89129.0,3.5,93,"Mexican, Spanish, Restaurants, Latin American"
8995N0iamENbaMr6lKcqUw,Pasquale's Pizzeria,100 Bettis Rd,dravosburg,PA,15034.0,4.0,14,"Pizza, Restaurants"
ARohEoxqg8TzA5gQfdGAZw,Benihana,"3200 Las Vegas Blvd, Ste 1250",las vegas,NV,89109.0,3.5,314,"Teppanyaki, Sushi Bars, Japanese, Restaurants"
05PTbx6aKooHkL-73PkzIQ,Strongsville Deli Stop,20942 Drake Rd.,strongsville,OH,44149.0,3.0,7,"Convenience Stores, Beer, Wine & Spirits, Restaurants, Food, Delis"
ATMiPNPxN-g1ra7nar5prA,Fleming's Prime Steakhouse & Wine Bar - Charlotte,210 E Trade St,charlotte,NC,28202.0,3.5,243,"Wine Bars, Nightlife, Steakhouses, Restaurants, Bars, Seafood, Salad"
enyOZKWtkvH0VBzfnKveZA,Dave & Buster's,414 W Towne Mall,madison,WI,53719.0,2.0,57,"Nightlife, Bars, Event Planning & Services, Active Life, Party & Event Planning, Arts & Entertainment, Restaurants, Arcades, Bowling, Eatertainment, American (Traditional)"
OCxl56kc8QcxxA-uLxNfIw,Guthrie's Chicken Fingers,3465 Steelyard Dr,cleveland,OH,44109.0,4.0,67,"American (New), Chicken Wings, Restaurants, Fast Food"
UUyAGY5-6SbMfS7Iun5AGg,Dairy Queen,4809 N 75th Ave,phoenix,AZ,85033.0,2.0,14,"Ice Cream & Frozen Yogurt, Restaurants, Food"
-8QlV3b_9H4BAh6LgMIr1g,Nandini Indian Cuisine,"1845 E Broadway Rd, Ste 101",tempe,AZ,85282.0,4.0,480,"Restaurants, Buffets, Vegan, Indian"
-sUf12Imjs68dBrmELiwzQ,Yama Izakaya,1324 Central Ave,charlotte,NC,28205.0,4.0,230,"Nightlife, Tapas Bars, Cocktail Bars, Ramen, Teppanyaki, Japanese, Tapas/Small Plates, Bars, Asian Fusion, Restaurants, Sushi Bars, Gastropubs, Izakaya"
3-g4w6DcNTeE2bRmqmNa1A,Jack in the Box,4250 S Arizona Ave,chandler,AZ,85248.0,2.5,18,"Restaurants, Fast Food"
de2E6-wKURd0RLJaq8mrTg,Happy's Pizza,15020 Puritas Ave,cleveland,OH,44135.0,2.0,16,"Pizza, American (Traditional), Restaurants, Barbeque, Chicken Wings"
3Cbl3_Lm1ahwxbBvq--rFg,Gianni's Pizza - Hankey Farms/Oakdale,7780 Steubenville Pike,oakdale,PA,15071.0,3.0,5,"Fast Food, Pizza, Food Delivery Services, Sandwiches, Food, Restaurants, Salad, Chicken Wings"
sav06dz4_9fJA0YaSI2V3Q,Subway,5830 W Thunderbird Rd,glendale,AZ,85306.0,2.0,12,"Sandwiches, Restaurants, Fast Food"
LHrfnMF1_jECj5N7YVUB_Q,MOD Pizza,830 W Warner Rd,gilbert,AZ,85233.0,4.0,74,"Fast Food, Pizza, Restaurants"
9R2UXiCt1DgV8Yhm3WX2KA,McDonald's,2248 Paradise Rd,las vegas,NV,89104.0,1.5,91,"Restaurants, Food, Burgers, Coffee & Tea, Fast Food"
m_JrQBdsGWC22IKitUUAAw,Bawarchi Indian Grill and Bar,10099 Weddington Rd Ext,charlotte,NC,28027.0,3.5,28,"Nightlife, Restaurants, Bars, Indian"
gRTEQPvX3s1WzFhOPNbVeg,Fox's Pizza Den,4400 Old William Penn Hwy,monroeville,PA,15146.0,3.0,9,"Food Delivery Services, Sandwiches, Pizza, Food, Restaurants"
URQQqvHvktnVJCMRE2S5Tg,Jimmy John's,"2595 E Craig Rd, Ste A",las vegas,NV,89030.0,3.0,27,"Sandwiches, Restaurants"
ksuxxeP_V73Y4iKPeLq77A,La Salsa Cantina Mexican Fare,"3663 Las Vegas Blvd S, Ste 380",las vegas,NV,89109.0,3.0,384,"Bars, Restaurants, Nightlife, Dance Clubs, Event Planning & Services, Mexican, Venues & Event Spaces"
3P1dBNauEwkToURbq_I0Dw,Old Orchard Lanes & Links,901 N Dunlap Ave,savoy,IL,61874.0,3.5,23,"Bars, Arts & Entertainment, Bowling, Event Planning & Services, Mini Golf, Arcades, Recreation Centers, Nightlife, Party & Event Planning, Wedding Planning, Active Life, Lounges, Food, Restaurants, Amusement Parks, Party Supplies"
0tjNLQP55HZIVT7BxaMYrA,Country Cafe,1030 Emerald Ter,sun prairie,WI,53590.0,3.5,21,"American (Traditional), Restaurants, Diners, Breakfast & Brunch"
0YF6uMohfi6rVRPRfrjWLg,Romeo's Pizza,2283 W Market St,akron,OH,44313.0,4.0,9,"Pizza, Restaurants"
M6BiGk76UgrYBM2sGPusUA,Maing Wok Kitchen,35085 Center Ridge Rd,north ridgeville,OH,44039.0,3.0,10,"Chinese, Restaurants"
HN1yXeQ2siiHiEyRcu51YA,Bojangles,1718 Main St W,locust,NC,28097.0,3.0,4,"Fast Food, Restaurants"
HNbX93hyrua2p6LO4IwdHA,Taco Bell,1690 Cochran Rd,pittsburgh,PA,15220.0,2.5,15,"Mexican, Restaurants, Fast Food, Tex-Mex"
EOghCHtoyxJQnVZnvKxmNQ,Dianna's Deli & Restaurant,1332 W 117th St,lakewood,OH,44107.0,2.5,60,"Delis, Diners, Restaurants, Breakfast & Brunch"
9KR010S2MquncfcaRj1pCQ,Atherton Mill,2000-2104 South Blvd,charlotte,NC,28203.0,4.0,67,"Restaurants, Food, Shopping Centers, Imported Food, Ethnic Food, Specialty Food, Shopping, Farmers Market"
J121PGT4oi5AqVbtMoEfVw,La Parrilla,4161 S Eastern Ave,las vegas,NV,89119.0,3.5,6,"Mexican, Restaurants"
ZzERMgdUTkAeFKZFDwPh-A,McDonald's,8060 W Tropical Pkwy,las vegas,NV,89149.0,3.0,10,"Restaurants, Fast Food, Coffee & Tea, Burgers, Food"
GjkgXXicSJokejRge-g3xA,Genna's Lounge,105 W Main St,madison,WI,53703.0,4.0,134,"Restaurants, Bars, Arts & Entertainment, Lounges, Nightlife, American (New), Wineries, Beer, Wine & Spirits, Food"
sX4NYiqGL8PeuOTTKwiGcw,Denny's,1681 Home Ave,akron,OH,44310.0,1.5,50,"American (Traditional), Breakfast & Brunch, Restaurants, Diners"
1GWJWh9WGytmkXKdkXx6Hw,Subway,"2835 N 16th St, Ste 5",phoenix,AZ,85006.0,2.5,10,"Restaurants, Fast Food, Sandwiches"
nfhSzru_fPiB2ZW5kiVxBw,Subway,"1959 S Power Rd, Ste 106",mesa,AZ,85206.0,2.0,10,"Restaurants, Fast Food, Food, Sandwiches"
NyGlEmuYcpZSKfk6IwJeSw,Tavernakaya,27 E Main St,madison,WI,53703.0,3.5,169,"Japanese, Asian Fusion, Restaurants, Bars, Taiwanese, Cocktail Bars, Pubs, Nightlife, Chinese, Sushi Bars"
6nnI3DfHn-DTd6tWnZu7Jg,Taco Bell,8812 Albemarle Rd.,charlotte,NC,28227.0,2.0,9,"Tex-Mex, Mexican, Restaurants, Fast Food"
BqXuk5peVO-lIovXCv9CyQ,Veggy Street,5135 S Fort Apache Rd,las vegas,NV,89148.0,4.5,214,"Gluten-Free, Sandwiches, Vegetarian, Fast Food, Vegan, Restaurants"
bhr9U0SAWLCrCIiLY-KIDQ,Arby's,18240 Statesville Rd,cornelius,NC,28031.0,3.5,9,"Fast Food, Restaurants, Sandwiches"
B7pcNWBNTXl4WZ22Y-2x6A,Coughlin's Law Kitchen and Ale House,10 Virginia Ave,pittsburgh,PA,15211.0,3.5,85,"American (New), Restaurants"
065c76tt1dXBNmoGBymUgQ,Cheffini's Hot Dogs,"707 Fremont St, Ste 1050",las vegas,NV,89101.0,4.0,214,"Hot Dogs, Beer, Wine & Spirits, Restaurants, Coffee & Tea, Food"
x-ZnHkRIhpGwZ_7VwiKlRg,Crostatas Rustic Pizza,558 Bishop Rd,highland heights,OH,44143.0,4.5,158,"Pizza, Restaurants, Italian"
j1xqz2w3wjVpvxYJi3t5IQ,Ciro's Italian Restaurant,8927 J M Keynes Dr,charlotte,NC,28262.0,4.0,94,"Restaurants, Italian"
g_6gQKZxj9HHbTa1OaUtnQ,Siamese Kitchen,4352 W Olive Ave,glendale,AZ,85302.0,4.5,103,"Thai, Restaurants"
AfVp8ozD_4maZMos6AC2cQ,District: Donuts. Sliders. Brew,"3708 Las Vegas Blvd South Las Vegas Nv 89109, Fl 2, The Cosmopolitan of Las Vegas",las vegas,NV,89109.0,4.0,56,"Coffee & Tea, Comfort Food, Restaurants, Donuts, Food"
n5BPR_prEPB4B3lxUpoX4g,Papa John's Pizza,515 University Ave,madison,WI,53703.0,3.0,19,"Pizza, Restaurants"
ZjJzuxjpOTAPWTFbaX06ew,Subway,703 Eastwood Dr,mahomet,IL,61853.0,2.5,7,"Restaurants, Sandwiches, Fast Food"
ELxoOY2F-1jSb8mqyN7Zbg,Baja Fresh Mexican Grill,"1615 E Camelback Rd, Ste 102",phoenix,AZ,85016.0,4.0,37,"Restaurants, Mexican"
EYF-EVbsyNiygugQgQIsGQ,Mulligans Grill,1245 E Warner Rd,gilbert,AZ,85296.0,3.5,44,"Restaurants, American (Traditional)"
gTRTzLhbl2uDd_JvB4PsyQ,China Palace,4059 William Penn Hwy,monroeville,PA,15146.0,3.5,35,"Chinese, Food, Restaurants"
UuezOzEBemKWDOrZFjM1BA,Ten Pin Alley,6285 Nesbitt Rd,fitchburg,WI,53719.0,3.5,24,"Party & Event Planning, Venues & Event Spaces, Active Life, Event Planning & Services, Recreation Centers, Nightlife, Pool Halls, Bars, Restaurants, Bowling"
PoQb6so_yIXs35jZV-k9oQ,Trade And Lore,3306 N Davidson St,charlotte,NC,28205.0,4.5,82,"Restaurants, Coffee & Tea, Food, Cafes"
tCdku8Xrba2xTlN1_TIBWA,Koffee Kup Restaurant,355 E Main St,stoughton,WI,53589.0,4.5,77,"Restaurants, American (Traditional)"
_P-N2rDIJ2kHTPstjUWByQ,Golden Ginger,133 Broad St,elyria,OH,44035.0,4.5,17,"Restaurants, Chinese"
VqF6Uky7SGfjWitgxrhlJA,Little Caesars Pizza,6466 S Higley Rd,gilbert,AZ,85298.0,4.0,12,"Pizza, Restaurants"
3X_u-2o1c-8ERcp7TIE3Cw,Villa Italian Kitchen,"755 S Grand Central Pkwy, Ste 1485",las vegas,NV,89106.0,3.0,6,"Italian, Restaurants, Pizza"
cGGdnQ5IzkvUWYCdlrNCNw,Applebee's Grill + Bar,6259 E Southern Ave,mesa,AZ,85206.0,3.0,80,"Steakhouses, Restaurants, Nightlife, Sports Bars, Burgers, American (Traditional), Bars"
FfQ_5hilPx25mj71N_cZYQ,Wildhorse Grille Restaurant,9998 E Indian Bend Rd,scottsdale,AZ,85256.0,4.5,5,"Restaurants, American (Traditional)"
3Sm8GncbpIwnCE2M55TIbA,Fox's Pizza Den,3356 Rte 130,harrison city,PA,15636.0,4.5,3,"Sandwiches, Pizza, Restaurants"
LH9YFarEKe_ByAl6xeeegQ,Big Shot Bob's House of Wings - Avalon,344 Union Ave,pittsburgh,PA,15202.0,4.5,97,"Sandwiches, Chicken Wings, Burgers, Restaurants"
lEgKurgXzZaMpExXtvBY7w,Hog Wild Pit Bar-B-Q,4046 East Thomas Rd,phoenix,AZ,85018.0,4.0,136,"Barbeque, Restaurants"
ALonfg58V5r4BOwxiGZcfg,Daddy O's Grill,4163 W Thunderbird,phoenix,AZ,85029.0,3.0,114,"Bars, Sports Bars, American (New), Restaurants, American (Traditional), Nightlife, Karaoke"
mElvCnwgjUFwWRWCMxlz9A,Arby's,160 N Pecos Rd,henderson,NV,89074.0,2.5,31,"Restaurants, Sandwiches, Fast Food"
e0CehK0lUWqd530L4-ni3A,Nuevo Burrito,8202 W Indian School Rd,phoenix,AZ,85033.0,4.0,27,"Mexican, Restaurants, Breakfast & Brunch"
3flgcuZ-3KZWOPayS0SeKQ,Panera Bread,2625 E Franklin Blvd,gastonia,NC,28056.0,2.5,43,"Breakfast & Brunch, Restaurants, Sandwiches, Bagels, Salad, Food, Soup"
ILNBsoEzM2ej8Wc3QcFibw,Hungry Howie's Pizza,"12725 W Indian School Rd, Ste B102",avondale,AZ,85392.0,3.0,29,"Restaurants, Pizza"
3hfGNd17f1wpcWdZbsRFUg,Subway,2265 E Cheyenne Ave,north las vegas,NV,89030.0,2.5,5,"Fast Food, Sandwiches, Restaurants"
egxK8E9T6MWLxJyD_iCIVQ,China Palace,409 Broad St,sewickley,PA,15143.0,3.0,45,"Chinese, Sushi Bars, Asian Fusion, Restaurants"
FY9ACB0gZ7a3paI_PGDnwg,Dairy Queen,2335 W Deer Springs Way,north las vegas,NV,89084.0,2.5,28,"Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food"
MVjkFLHNJmbQ-ZTd3QY3nQ,Rika Arepa Express,"3650 E Flamingo Rd, Ste 1",las vegas,NV,89121.0,4.5,88,"Venezuelan, Food Trucks, Vegan, Gluten-Free, Latin American, Food, Restaurants, Street Vendors"
jgC4ktSSEEsFT6AmekbvsQ,SC Prime Steakhouse & Bar,9090 Alta Dr,las vegas,NV,89145.0,4.0,107,"Restaurants, Steakhouses, Seafood, Bars, Nightlife"
PglC8rgguMIlT621p1BLdQ,Yum Cha,4945 W Tropicana Ave,las vegas,NV,89103.0,4.0,948,"Restaurants, Cantonese, Hot Pot, Chinese, Dim Sum"
Pc9CJBuQgtBU_ddPz4c-LA,Skyway Drive-In Restaurant,2781 W Market St,fairlawn,OH,44333.0,4.0,47,"Burgers, Restaurants, Fast Food"
IbG15_zkcvWlg5ySEFAQ2A,Playas Del Novilleros,6845 S Central Ave,phoenix,AZ,85042.0,4.5,14,"Restaurants, Seafood"
npoCLZID4WNKV5RtJijAKg,Smoke Dem Bones BBQ,1650 E Indian School Rd,phoenix,AZ,85016.0,3.0,60,"Barbeque, Restaurants"
NVtejin_G1SUXc9g9Ii-wQ,Showmars Emerywood,1317 Emerywood Dr,charlotte,NC,28210.0,2.5,19,"Burgers, Salad, Restaurants, American (New), Sandwiches"
avKtXuzalCP_cVfrk-fLeQ,Brigett's Last Laugh,17222 N Cave Creek Rd,phoenix,AZ,85032.0,3.5,108,"Beer, Wine & Spirits, Pubs, Food, Bars, Sports Bars, Dive Bars, Pizza, Club Crawl, American (Traditional), Karaoke, Restaurants, Nightlife"
RNi6tW22UMgHwWLAb0mYdA,Lawry's The Prime Rib,4043 Howard Hughes Pkwy,las vegas,NV,89169.0,4.0,1016,"American (Traditional), Event Planning & Services, Steakhouses, Venues & Event Spaces, Restaurants"
d_q4avZYM1sOlQP7noJKVg,El Güero Canelo,5131 W McDowell Rd,phoenix,AZ,85035.0,3.5,175,"Restaurants, Mexican, Hot Dogs"
Nd9wb5CZIakwnnq8l0mhjg,Jimmy John's,1938 Euclid Ave,cleveland,OH,44115.0,2.0,5,"Food Delivery Services, Food, Restaurants, Delis, Sandwiches"
kzCG-KC3YVrQs7l-0d0b1w,Jet's Pizza,1810 Dormont Ave,pittsburgh,PA,15216.0,3.5,49,"Pizza, Restaurants"
4x8W4quFhhuTZlsoUHzVeA,McDonald's,9251 E Shea Blvd,scottsdale,AZ,85258.0,2.0,37,"Restaurants, Food, Coffee & Tea, Burgers, Fast Food"
JIfSollg32ifUzTw2K4PDQ,Taqueria El Buen Pastor,530 N Las Vegas Blvd,las vegas,NV,89101.0,4.5,176,"Street Vendors, Mexican, Food, Food Trucks, Restaurants"
pzy9xWQqsDxVU6j9MktRJg,Azteca Mexican Restaurant,116 E Woodlawn Rd,charlotte,NC,28217.0,3.5,287,"Mexican, Restaurants"
CXAC3Pfo7jaEciXZ2Bjgow,Potbelly Sandwich Shop,"1 E Washington St, Ste 170",phoenix,AZ,85004.0,4.0,81,"Delis, Fast Food, Soup, Sandwiches, Restaurants, Salad"
TbTpEMoxkUlXERODZnG4Fw,Christo's Family Restaurant,235 Branchview Dr SE,concord,NC,28025.0,3.0,30,"Pizza, Greek, Chicken Wings, Restaurants"
-ORqiS4L-8pq3dLsUazXTg,Asian House,"1300 Hoffman Blvd, Ste 1808",west mifflin,PA,15122.0,4.0,8,"Ethnic Food, Chinese, Restaurants, Thai, Food, Specialty Food"
uAWzy09FzoEotAtbHsQcwQ,Panera Bread,6130 Kruse Dr,solon,OH,44139.0,2.0,42,"Sandwiches, Food, Bagels, Salad, Breakfast & Brunch, Soup, Bakeries, Restaurants, Cafes"
Wbxyj-CoBXXvqQ0lpcDXGQ,McDonald's,7721 Pineville Matthews Rd,charlotte,NC,28226.0,2.0,23,"Fast Food, Restaurants, Coffee & Tea, Burgers, Food"
tA94-mTcySKBBsaTm5yDKA,Pepperoncinis II,110 Imperial Plz Dr,imperial,PA,15126.0,4.5,4,"Restaurants, Pizza"
7fq6fN58ogXAzXzxywFX1Q,El Asadero,720 E Main St,mesa,AZ,85203.0,4.0,39,"Restaurants, Mexican"
AFCR8dsLHXBxbAg_rXXpgw,McDonald's,5800 E Wt Harris Blvd,charlotte,NC,28215.0,2.0,6,"Coffee & Tea, Food, Restaurants, Fast Food, Burgers"
wunX2LbumwQqV5kTcGaikQ,Bella Pizza,1375 N Litchfield Rd,goodyear,AZ,85395.0,2.5,3,"Pizza, Restaurants, American (New)"
5QsW4RdCrDhVuDHnlgnCuA,Carefree Catering,439 Rock Quarry Way,las vegas,NV,89032.0,3.5,12,"Food, Food Trucks, Street Vendors, Food Stands, Restaurants"
RQTatUj2f9Nz9JViTH4aAQ,Different Pointe of View,11111 N 7th St,phoenix,AZ,85020.0,4.0,512,"Restaurants, American (Traditional), Italian, Mediterranean, Resorts, Hotels & Travel"
KqoUS4BKtw5S4Rrg79bGgw,Pho Kim,"1948 W Broadway Rd, Ste 103",mesa,AZ,85202.0,4.0,49,"Vietnamese, Desserts, Food, Soup, Restaurants"
IHadZayuynmzIcQy9egKWg,KFC,1525 N 43rd Ave,phoenix,AZ,85009.0,2.0,13,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
OQD9QYMmI6ZRlKLGkKfAGQ,L&L Hawaiian BBQ,854 S Boulder Hwy,henderson,NV,89015.0,3.5,32,"Event Planning & Services, Barbeque, Caterers, Hawaiian, Restaurants"
wuyJfCF5gWyz9yrFMaGczQ,The Pub At 333,333 Allegheny Ave,oakmont,PA,15139.0,3.5,73,"Pubs, Pizza, Nightlife, American (New), Restaurants, Bars"
sH0IBENjMdWMEjqEfep0Qw,Romeo's Pizza,31 Erie Rd,tallmadge,OH,44278.0,2.0,4,"Restaurants, Pizza"
TcGmeeNvbcvnQVmVmlWxlA,China Go Go,7010 Smith Corners Blvd,charlotte,NC,28269.0,3.5,19,"Chinese, Fast Food, Restaurants"
p2OvNFiFKnRoWSRON4-lcA,Bistro Du Beaujolais,8134 Columbia Rd,olmsted falls,OH,44138.0,4.5,52,"Bars, Restaurants, Food, Wine Bars, Nightlife, French, Specialty Food, Ethnic Food"
0vAHRd4Xlsdx3fHV8JCRBQ,Mineo's Pizza House,713 Washington Rd,pittsburgh,PA,15228.0,3.5,55,"Restaurants, Pizza"
RLLROsucXi6-E2k2Ty-Oag,Papa John's Pizza,8574 W Lake Mead Blvd,las vegas,NV,89128.0,2.0,31,"Food, Restaurants, Food Delivery Services, Pizza"
xmARZ_MuSfrQCXP4e8RQjg,Nello's Pizza Mesa,2950 S Alma School Rd,mesa,AZ,85210.0,4.0,254,"Pizza, Gluten-Free, Restaurants, Italian"
2mjwx7w6IN_BoHG5iy8IGg,Subway,5900 Som Center Rd,willoughby,OH,44094.0,3.5,5,"Fast Food, Sandwiches, Restaurants"
7DHR5jNMtoWTvf1Zuos5Ng,Pizza Hut,2300 Cooper-Foster Rd,lorain,OH,44053.0,3.0,8,"Chicken Wings, Pizza, Restaurants, Italian"
Bhj4G0ArZqRvz9DprbNX3A,Layla Grill & Hookah,"8665 W Flamingo Rd, Ste 107",las vegas,NV,89147.0,4.5,385,"Hookah Bars, Mediterranean, Lounges, Ethnic Food, Bars, Restaurants, Nightlife, Specialty Food, Food"
53BSdnhzcCBfBH_6TgX63Q,Rosati's Pizza,"4041 E Thomas Rd, Ste 110",phoenix,AZ,85018.0,3.0,206,"Restaurants, Pizza, Sandwiches, Italian"
GN0LE1tKNoT0UeWrUU-cbA,Local Craft Kitchen + Bar,1000 Airport Blvd,pittsburgh,PA,15231.0,3.0,9,"Bars, Beer Bar, Restaurants, Nightlife"
Ut4nk4AzlMX62Hy2_rqIew,Karl's Quality Bakery,"111 E Dunlap Ave, Ste 13",phoenix,AZ,85020.0,4.5,104,"Breakfast & Brunch, Arts & Crafts, Cooking Classes, Shopping, Candy Stores, Restaurants, Donuts, Specialty Food, Bakeries, Chocolatiers & Shops, Food"
MGMFNqzpCnwKNDkqyyWBbg,Dave & Buster's,"11049 Carolina Place Pkwy, LS-05",pineville,NC,28134.0,2.5,62,"American (New), Arts & Entertainment, Eatertainment, American (Traditional), Arcades, Restaurants, Bars, Nightlife"
-gXDD2oSHBDA3zgjX6g9pQ,The Plate Bar & Grill,2396 S Lamb Blvd,las vegas,NV,89104.0,4.0,27,"American (Traditional), Sports Bars, Nightlife, Bars, Restaurants, Pubs"
aVmuRwieNxpW8vfC3s1jpg,Sierra Gold,"2400 N Buffalo Dr, Ste 125",las vegas,NV,89128.0,3.5,94,"Venues & Event Spaces, American (New), Event Planning & Services, Restaurants, Nightlife, Bars, Gastropubs, Sports Bars, Pubs"
ZP39Z9C9l47QaiiXlRSrNA,Blue North,1701 Duncan Ave,mccandless,PA,15101.0,3.5,27,"American (New), Restaurants, Bars, Nightlife, Wine Bars"
L1-1P3acJc4gEFvWwjXcNQ,Meráki Greek Grill,"4950 S Rainbow Blvd, Ste 160",las vegas,NV,89118.0,4.5,553,"Greek, Restaurants, Mediterranean"
IHoPEi8RltLLGzE3GrT8ww,Frijoles & Frescas,1292 S Nellis Blvd,las vegas,NV,89104.0,3.5,31,"Restaurants, Salad, Caterers, Event Planning & Services, Seafood, Mexican, Tacos"
LsgE9TBlyvGFF2n7esSd2w,Pei Wei,"1619 North Dysart Rd, Ste 101",avondale,AZ,85323.0,3.0,133,"Fast Food, Korean, Gluten-Free, Japanese, Chinese, Restaurants, Asian Fusion"
16d3BlncEyCTzb0GxXrBXQ,Green Corner Restaurant,"1038 W Southern Ave, Ste 1",mesa,AZ,85210.0,4.5,598,"Restaurants, Greek, Mediterranean, Halal, Arabian, Salad, Sandwiches"
mS8ZyLZjYhB42ts9_8j3vg,O'aces Bar & Grill,3003 N Rainbow Blvd,las vegas,NV,89108.0,1.5,4,"American (Traditional), Nightlife, Restaurants"
LQQw_vRWCKTYDCaMdWeUdg,LongHorn Steakhouse,9950 E Independence Blvd,matthews,NC,28105.0,3.0,55,"American (Traditional), Restaurants, Barbeque, Steakhouses"
MnveklSsns2LyYj4Mrx84g,Finn McCools,1501 E Carson St,pittsburgh,PA,15203.0,3.0,14,"Restaurants, American (New)"
EQysX2BaXjvcQF2DSkjJkg,The View Cafe,3100 N Tenaya Way,las vegas,NV,89128.0,4.0,6,"Cafes, American (Traditional), Restaurants"
9SaFi9c_imgP8LqeJC1YEA,Caroun,"18425 N 19th Ave, Ste 120",phoenix,AZ,85023.0,4.5,11,"Middle Eastern, Mediterranean, Restaurants"
SVmLmDmLBj3FoArpXjB8wA,El Pollo Loco,5810 W Bell Rd,glendale,AZ,85308.0,3.0,45,"Mexican, Restaurants, Fast Food"
DuGHAH5zngQmzLwMVnpo1g,Breadwinner,"901 N 1st St, Ste 107",phoenix,AZ,85004.0,3.0,7,"Salad, Sandwiches, Restaurants"
WPmOztfJVgOq04rwPIQTUg,Greek Palace Mediterranean,4356 W Thunderbird Rd,glendale,AZ,85306.0,4.5,21,"Mediterranean, Restaurants, Middle Eastern, Lebanese"
z9lOfnUorcbWR_xS0DSeHw,Fugu,411 W Gilman St,madison,WI,53703.0,3.5,168,"Chinese, Seafood, Dim Sum, Soup, Town Car Service, Asian Fusion, Limos, Local Services, Restaurants, Transportation, Hotels & Travel, Beauty & Spas, Szechuan, Thai, Day Spas, Septic Services"
S2bGqPoTjUc2ywC9FYuBsw,H2 EAU,2000 Fashion Show Dr,las vegas,NV,89109.0,3.5,12,"Nightlife, Diners, Restaurants, Bars"
Jz7AMVjqHX0f8FPNjha_uA,The Rib Cage,1830 W 25th St,cleveland,OH,44113.0,3.5,12,"Barbeque, Nightlife, Smokehouse, Bars, Food, American (Traditional), Restaurants"
U3O8l_wmzdeckbhHpuRWCg,Olive Garden Italian Restaurant,4868 E Cactus Rd,scottsdale,AZ,85254.0,3.0,138,"Italian, Salad, Nightlife, Restaurants, Bars, Wine Bars"
PSMJesRmIDmust2MUw7aQA,Yogurt In,3950 Las Vegas Blvd S,las vegas,NV,89119.0,2.5,97,"Restaurants, Ice Cream & Frozen Yogurt, Food, Cafes, Desserts"
