business_id,name,address,city,state,postal_code,stars,review_count
D2nfOrnJ2OBlX_428sKyMg,Noodles & Company,476 McMaster Way,pittsburgh,PA,15222.0,3.0,84
Q373Y-siDCSP63rU_F3qMw,Cleveland Mofongo Latin Grill,11621 Lorain Ave,cleveland,OH,44111.0,5.0,24
wzxvj-GrYuJS8mGPh6_VBg,Bavaria Sausage,6317 Nesbitt Rd,fitchburg,WI,53719.0,4.5,29
HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy,595 E Sahara Ave,las vegas,NV,89104.0,4.0,638
1YqkSk2xorNWPOoieIMApQ,Great Harvest Bread - Champaign,2149 S Neil St,champaign,IL,61820.0,4.5,16
PYoGpgAUDgT6OMxD_fe79g,Hon Pocha,"3210 S Decatur Blvd, Ste 104",las vegas,NV,89102.0,4.5,56
FI-8LPGkc8D_hwx0l0zyyg,Blanco Tacos + Tequila,"6166 N Scottsdale Rd, Ste 601",scottsdale,AZ,85253.0,4.0,828
d2IDbGP7tT8C6vBtxdpmLg,Baja Fresh,5757 Wayne Newton Blvd,las vegas,NV,89135.0,2.5,50
3lRXNifVJDgqylwaQEHvGw,Dairy Queen,"34455 N 27th Dr, Ste 101",phoenix,AZ,85085.0,2.0,18
Pg08gKwJApGWoHtnq3aWqw,Fatburger,4949 N Rancho Dr,las vegas,NV,89130.0,2.5,21
u2b3bHo4BES5al0nBJj1Ww,The Icehouse,1001 Wisconsin Pl,madison,WI,53703.0,2.0,4
BLo57ghTqpfXypvyYwwxsg,Hotel Adeline,5101 N Scottsdale Rd,scottsdale,AZ,85250.0,3.5,92
uYDScUhTHjtnnxmzy4fgPQ,Jack in the Box,1232 W Baseline Rd,mesa,AZ,85202.0,2.5,27
3akSOcI-uzHOwGQeZD3NHg,Native Grill & Wings,318 E. Brown Rd #112,mesa,AZ,85201.0,3.5,153
av4PscnPle7gP0Zeiyp1-Q,"Rudy's ""Country Store"" and Bar-B-Q",1733 N Higley Rd,gilbert,AZ,85234.0,3.5,88
QqOhg5vDN3lDxLoc5pJ3LA,Portofino's,"9716 Red Stone Dr, Ste 400",indian land,SC,29707.0,3.5,37
-vaqW1U1UE-gPbpgdCyA8w,Jack In the Box,13860 W Camelback Rd,litchfield park,AZ,85340.0,2.0,9
BVYvfJiVcQTl9B311z518w,Peter Piper Pizza,3403 N 7th Ave,phoenix,AZ,85013.0,3.0,34
hgc-YJELr_899ExB92z6jw,LongHorn Steakhouse,4585 E Cactus Rd,phoenix,AZ,85032.0,3.5,174
5jXwI9WpDxGDmzmkmE0RTg,Oishi,2501 N Prospect Ave,champaign,IL,61822.0,3.0,122
UrLrciFVqdgmMKkgCncx9Q,Burger King,6091 N Decatur Blvd,las vegas,NV,89131.0,2.0,28
kblFxfo_xnMUZF0U0aGXQw,Moto Sushi,6845 N 16th St,phoenix,AZ,85016.0,3.5,374
gxBYzaHpOh-OHlEjQlBbRA,KFC,20220 W Catawba Ave,cornelius,NC,28031.0,4.0,8
wBwXSItcxp2D5Kf8taZDNg,Bee'z Bistro & Pub,3249 Washington Pike,bridgeville,PA,15017.0,3.0,45
8yb5gF97PCDE5zbK19Iwpg,Otani Steakhouse and Sushi,180 West Streetsboro St,hudson,OH,44236.0,4.0,61
WElec_bplWbp2aRcY-VJZA,Wok with Ming,"825 S Cooper Rd, Ste B1",gilbert,AZ,85233.0,5.0,7
g7fXSjIsE31hLIW5z60zfg,Coast 2 Coast Food Truck,,las vegas,NV,89109.0,3.5,23
3h5jLa-kbHg0cL7v9En0Lg,Firelight Buffet,5111 Boulder Hwy,las vegas,NV,89122.0,3.0,208
H5PdoEWleg9uDU67ZAy6JA,Mixtape,4907 Penn Ave,pittsburgh,PA,15224.0,4.5,52
_JA3TLF5JJ95mthVwEdFuw,Steak ’n Shake,1926 Sardis Rd N,charlotte,NC,28270.0,2.0,78
TxF5VebzYK0a1Nl_YUXwyQ,KO Food Truck,,charlotte,NC,,2.5,6
i23WPOXuEq9iInAlOiNkIw,Eat'n Park,3987 Monroeville Blvd,monroeville,PA,15146.0,2.5,32
ObNQVg_ohRVLex4ppmMC5w,Sonic Drive-In,101 Calvin St,savoy,IL,61874.0,3.5,13
SvxSoyZn0WW0c7bFLIYfMA,Baxter's American Grille,100 Trade Centre Dr,champaign,IL,61820.0,4.0,52
EVIMLBnTEOzWsZzXwxgUIQ,Fuji Japan,2455 Cherry Rd,rock hill,SC,29732.0,4.0,69
387XEwERYeyodpV5DWR4hA,Denny's,3230 Losee Rd,north las vegas,NV,89030.0,3.0,50
jOJaJatp88cqnkVo8D8RJg,Sakana Sushi & Grill,5061 E Elliot Rd,phoenix,AZ,85044.0,4.0,473
Q08j1Ywri0YUHo-qLKi80g,Burger Shoppe,151 N 27th Ave,phoenix,AZ,85009.0,4.0,32
0mYE1kF9GqjBlCIIPqD6sw,McDonald's,7975 W Peoria Ave,peoria,AZ,85345.0,4.0,4
mbZe40oM-Ha-Q_qWh49-Mg,Little Caesars Pizza,"4825 S. Rainbow Blvd. #202, Ste 202",las vegas,NV,89103.0,2.0,79
D2RoOb4UkH2azf8DgvNfUA,Pizza Hut,613 E Aurora Rd,macedonia,OH,44056.0,2.5,10
V1CvqpVdyc1XkbQRPJqLCA,Taco Bell,1747 W Bethany Home Rd,phoenix,AZ,85015.0,2.0,21
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,"124 S 6th St, Ste 100",las vegas,NV,89101.0,4.5,2024
-jKBFjNTbiafSdunQy6dlQ,Mandarin Super Buffet,1501 W Bethany Home Rd,phoenix,AZ,85015.0,2.5,125
N7Gkwbfs4sDikX4qHg_fGQ,El Campesino,"10735 Ravenna Rd, Ste 8",twinsburg,OH,44087.0,4.0,43
1M6tA3TqxcpptHW0_hP9Kw,Brillobox,4104 Penn Ave,pittsburgh,PA,15224.0,3.5,157
5cWPgytHCuPq0poBz7r5sw,Jb's Pizza Place,2513 Transport St,pittsburgh,PA,15234.0,3.0,4
fGw9HRq8fdP9fMtZclTt8g,Schlotzsky's,1520 West Bell Rd,phoenix,AZ,85023.0,3.5,51
Z5-DaN5V-wToUnjPJ3i0xQ,Zoyo Frozen Yogurt - Mesa,"1958 E. Brown Rd., #102",mesa,AZ,85203.0,4.0,43
0REfMThghIeyT3uaYGpztg,Royal Britannia Gastro Pub,"3377 Las Vegas Blvd S, Ste 2085",las vegas,NV,89109.0,4.5,33
U2a9GUewP6LyOilaQhue9g,Rock Store Bar-B-Q,3116 Old Monroe Rd,stallings,NC,28104.0,4.5,112
G3qjKFza3XCwW7tFRjim8w,Burgers Amore,4501 W Van Buren,phoenix,AZ,85043.0,3.5,54
zXiLJCyW8ZZHAEB0IuO8Mg,Firehouse Subs,17250 Royalton Rd,strongsville,OH,44136.0,4.0,29
KiO4n-yRhKM0SZhGpsD49Q,Waffelato,"707 Fremont St, Ste 1300",las vegas,NV,89101.0,4.0,33
azu7ayb7kuQAhpNXjS4M2A,Jersey Mike's Subs,1939 S Val Vista Dr,mesa,AZ,85204.0,3.0,54
0CElIQnJdQYF2bmsAiWczg,Luci's at the Orchard,"7100 N 12th St, Bldg Two",phoenix,AZ,85020.0,4.0,323
98gLNkYYJCg4f_uJ7o2wBg,Hong Kong Restaurant,1713 Central Ave,charlotte,NC,28205.0,2.5,30
qWi9dNGo9D9I4F9RANc-6g,El Carnicero,16918 Detroit Ave,lakewood,OH,44107.0,4.0,297
jcw_vtqfZSTLP15DJmvfIA,Melrose Kitchen,4306 N 7th Ave,phoenix,AZ,85013.0,3.5,186
azJAJh8oivpsU9HzlLS6EA,Taco Bell,421 Commerce Dr,madison,WI,53719.0,1.5,38
ms4nFq8B56RHkFViRaAiWQ,Das Schnitzel Haus,5728 Pearl Rd,parma,OH,44129.0,4.0,189
e0LINZuyY7-tw8RVhePCMA,McDonald's,1536 N Higley Rd,gilbert,AZ,85234.0,2.5,23
VfWX3UCKvUnVktdOuR8TwA,DumplingHaus,540 N Midvale Blvd,madison,WI,53705.0,4.0,255
LhIpo0MrEqgDj5Ba_G9BcQ,Uptown Bar And Kitchen,537-599 S Mcdowell St,charlotte,NC,28204.0,2.5,7
dk1MV0MP32Xq-iBxzewl0A,Tropical Smoothie Cafe,"9773 West Flamingo Road, Suite 100",las vegas,NV,89147.0,2.0,255
xVtdfNY51JlTpXLGzQs5ag,The Egg & I,"3321 E Queen Creek Rd, Ste 101",gilbert,AZ,85297.0,3.5,232
oCbQ882f2TAhOTp6OYdMkg,Subway,7582 Leavitt Rd,amherst,OH,44001.0,2.0,3
9urG14qwHtGRpQQUYY2y9A,Original Pancake House,5518 University Ave,madison,WI,53705.0,4.0,156
hiIg34DNm_ZFhh-3-yZxdA,Jack in the box,1155 North 51st Ave,phoenix,AZ,85043.0,2.0,4
ajwGl90CuCZac3BKWY1ShQ,McDonald's,8120 S Eastern,las vegas,NV,89123.0,2.0,53
5J541aaHaZequPMiQPVShQ,Tempo Urban Bistro,21067 W Main St,buckeye,AZ,85396.0,4.0,144
tQRcO-C-5gZxxUo9lHbexg,Pie For Breakfast,200 North Craig St,pittsburgh,PA,15213.0,4.0,67
ZFyJ83LJkkO1dP82kzXKNg,Raising Cane's,1120 E Flamingo Rd,las vegas,NV,89119.0,4.0,419
JrTBWai2-Cu8FPJhDJiiLw,Subway,4551 W Flamingo Rd,las vegas,NV,89103.0,2.5,9
vBVwwwvkxIoVKfl8N2NpfA,Olde Towne Grill,15924 W High St,middlefield,OH,44062.0,4.0,7
bE2pOsHjCM8048ILoRVxNw,Pasqual's Cantina,100 Cross Country Rd,verona,WI,53593.0,3.0,55
qc4X_-PNS-yFjO_JylePtg,Marco's Pizza,7284 Caldwell Rd,charlotte,NC,28075.0,3.5,9
KOQw4e1rwCY5e0RnmB5rgQ,The Grapevine Restaurant & Karaoke Bar,4013 N Brown Ave,scottsdale,AZ,85251.0,3.0,272
TG2lWzpspxiVL9kDfGt5Eg,The Dougout Pub & Grill,4635 W Streetsboro Rd,richfield,OH,44286.0,3.0,19
4Azs1HUqi0Nk6s6xB_9jsQ,Shizen Japanese Restaurant,221 N Rampart Blvd,las vegas,NV,89145.0,3.5,102
0HaSwss_agyMiGTT9kIX6g,Main Street Deli,3510 Main St,munhall,PA,15120.0,3.0,11
4RV97YE8VEw05tu0WO425g,La Frontera,209 N 16th St,phoenix,AZ,85034.0,4.5,108
GQkCw7318u55O1JSCZL1Uw,Tony Maloney's,9385 W Sprague Rd,north royalton,OH,44133.0,3.0,53
CqsJjzullOVp29m0l__k5Q,Thai Long-An,4447 N 7th Ave,phoenix,AZ,85013.0,4.5,160
hPCheDmQDna-2iiJ4c553w,Subway,351 E Silverado Ranch Blvd,las vegas,NV,89183.0,3.0,14
m6rffQy85HUq82DjLq-YJg,Twisted Italian,"9940 W Happy Valley Pkwy, Ste 1080",peoria,AZ,85383.0,4.0,300
VK4HFYuo86PqBK1XY6NJhg,Subway,39 Walsh Rd,crafton,PA,15205.0,4.5,4
wZKoVgE6PC83uCYlm0jk7g,Firehouse Subs,"4764 S Higley Rd, Ste 106",gilbert,AZ,85297.0,3.0,21
su6PPlJWHlDv1r_fu4f5ZQ,Burtons Grill & Bar of Charlotte,1601 East Woodlawn Rd,charlotte,NC,28209.0,4.0,231
5l-yKN13VwfPwuSiBIqdJQ,Farmer Boys,2341 N Las Vegas Blvd,las vegas,NV,89030.0,4.0,71
GQaOgUdJOVoEzMaKODD8Hg,Captain Bill's Submarine,10645 N 35th Ave,phoenix,AZ,85029.0,4.0,126
Bx59EPpbowZgTBiKZ8JJig,Taste of Kerala,"3429 W Brainard Rd, Ste 260",beachwood,OH,44122.0,4.0,59
xtkApGzfGU4JVjq5FAaxDQ,The Buffalo Spot,"2080 W Northern Ave, Ste 100",phoenix,AZ,85021.0,3.5,120
9eqZNBLnNycOWQ2wQEwulQ,The Flats on Carson,1500 E Carson St,pittsburgh,PA,15203.0,3.0,30
Xm0BdTIRqtTIgacx_JjICA,Hoopples,1930 Columbus Rd,cleveland,OH,44113.0,3.5,50
qqJkYCUIzGvmtOVtnxznfw,Pizza Hut,"7450 W. Cheyenne Ave, #102",las vegas,NV,89129.0,1.0,12
NpNSOfnPxJKa8_qh83NArw,Subway,1401 S Neil St,champaign,IL,61820.0,1.5,8
84DjKzaR26vphu9fNI9nKg,Sierra Gold,1341 W Warm Springs,las vegas,NV,89128.0,3.0,94
VveJgvCshJios_o-zwKJIw,Taco Bell,705 Allegheny Avenue,pittsburgh,PA,15233.0,2.0,11
K4rLi2Mqz931v07nMSih5w,Chipotle Mexican Grill,"7014 E Camelback Rd, Ste 1060",scottsdale,AZ,85251.0,1.5,20
rnLy7K7xQqZom5fnQflGSw,Subway,12751 W Bell Rd,surprise,AZ,85378.0,2.0,4
Xy8R4AnLP3LxwFIYoPfhJg,PT's Ranch,6450 S Durango Dr,las vegas,NV,89113.0,3.0,58
UEpKf4g8oaAIr0ZIM0TXgw,Starbucks,3093 Mayfield Road,cleveland heights,OH,44118.0,2.5,12
MmG-PpE0DZa6M04ejbUSLw,Jody Maroni's,5757 Wayne Newton Blvd,las vegas,NV,89111.0,1.0,5
dtP2QK2gtMtrwRr3ts1yRw,Sbarro,11025 Carolina Place Pkwy,pineville,NC,28134.0,3.5,4
rc9SfYli96cnlPDMyJ7hyA,LongHorn Steakhouse,9150 Covenant Ave,pittsburgh,PA,15237.0,3.5,33
TAwgNWX-Xv7xnTHeRqPReQ,West Side Market Cafe,1979 W 25th St,cleveland,OH,44113.0,4.0,66
cWfqbkMit27-Pg_bPUTwCg,Roadrunner Saloon,921 N Buffalo Dr,las vegas,NV,89128.0,3.0,95
3bYHVaEMAS35PAinUdnDdw,Sbarro,5501 Josh Birmingham Pkwy,charlotte,NC,28208.0,2.0,58
5L4XcFz1YKeurNGeMR-fsQ,Randy's Restaurant & Ice Cream,7904 E Chaparral Rd,scottsdale,AZ,85250.0,4.0,290
7xfeQhen2wLnvFuQNvmTAg,Tandul,2505 Professor Ave,cleveland,OH,44113.0,4.0,164
RCZwXZ7o_m-qLIp_18FsZw,Subway,"6885 Aliante Pkwy, Ste 108-B",north las vegas,NV,89084.0,1.5,8
qYNl7Qh-YetWdMQTzX-jZA,Julioberto's,2237 East Indian School Rd,phoenix,AZ,85016.0,3.0,46
HGvNE87fvK5PwKMZBDkTbA,Fuego Bistro,713 E Palo Verde Dr,phoenix,AZ,85014.0,4.5,684
eOZiSu4_EuGf3Tha_lmUwQ,Riverstone Taverne,5288 Center Rd,brunswick,OH,44212.0,3.0,29
hODnmsq1kK6eA0VLbFQOVw,BRAVO! Cucina Italiana,4976 McKnight Rd,pittsburgh,PA,15237.0,3.0,64
MCenmA0zc9gNR1Cwyh4f1A,Cleo's Team Dining room,3570 S Las Vegas Blvd,las vegas,NV,89109.0,3.0,17
QWRiJfGyHnmJxPD_CfKetQ,The Tipsy Burro Saloon & Cantina,2711 Monroe Rd,charlotte,NC,28205.0,3.5,58
gd3f9uJN7kmGOD-lRpPBEA,Domino's Pizza,51 W Walnut Ave,painesville,OH,44077.0,2.5,5
nYSNN8v4up1rxIG_xKkl5Q,Chick-fil-A,"101 S Tryon St, 2 Bank of America Plaza, 2 Bank of America Plz",charlotte,NC,28280.0,4.0,41
h3T3cdooQ88xPCK3PfSBaQ,Subway,3120 W Carefree Hwy,phoenix,AZ,85086.0,2.5,16
N3ZbTZfWC_oyIUxuX9KJYA,Teriyaki Express,13201 Superior Ave,east cleveland,OH,44112.0,2.5,3
g74ClehJVU5h-29-Bx5xwQ,King Dragon,3310 Kent Rd,stow,OH,44224.0,3.5,19
x_9vVfNq3hPAsaa3FdEBhg,Firehouse Subs,"1829 N Power Rd, Ste 109",mesa,AZ,85205.0,4.0,44
ugLqbAvBdRDc-gS4hpslXw,Yama Sushi,"1350 E Flamingo Rd, Ste 18",las vegas,NV,89119.0,4.0,1912
rHJyx27xcvFO4gmL7E48Rw,Mayfair Seafood,2568 W Roosevelt Blvd,monroe,NC,28110.0,3.5,17
rtcWSNA3HVehrnUDVphYoA,Subway,"1020 E Pecos Rd, Ste A-11",chandler,AZ,85225.0,2.5,11
2SHu52w_w4Z4ACq-vx3a-Q,Chili's,2612 N 75th Ave,phoenix,AZ,85035.0,2.5,61
bi9MqVDTRCLtetsT3X7wIA,Ellie's,14486 Cedar Rd,university heights,OH,44118.0,4.0,13
ygaOvp0PLBYaYeN9cZAlGg,Viet Noodle Bar,5288 Spring Mountain Rd,las vegas,NV,89146.0,4.0,984
CZjRQOp4W9ke2leYXxJgBQ,Beignet Babe,,chandler,AZ,85225.0,4.5,8
QsKhwKYB3YeWXqpIPd5QMg,Sonoma Cellar,1301 W Sunset Rd,henderson,NV,89014.0,4.0,145
j8INaXpsUvQVzU0nkTZF2g,Oakdale Inn,5200 Noblestown Rd,oakdale,PA,15071.0,3.0,6
lgWB0yGXpZvupYREWxtV7g,Pane Bianco,4404 N Central Ave,phoenix,AZ,85012.0,4.0,496
fC9g9BIyb0GTQFqnE38beA,My Dogz on the Run,Four Gateway Ctr,pittsburgh,PA,15222.0,5.0,3
e9QjTA0wa0s6UvLPTnu4cw,Papa John's Pizza,"751 E Bell Rd, Ste 10",phoenix,AZ,85022.0,2.5,28
xBwE7uIx-yN-n4OpNeAaDQ,Rosati's Pizza,"1309 N Greenfield Rd, Ste 100",mesa,AZ,85205.0,2.0,39
F5iUtmlMqPva4aUDz6xK6g,Port of Subs,"777 South College Dr, Ste 103",tempe,AZ,85281.0,4.0,26
RfsMUrGUJdrpfrU54rmEsQ,Cuisine & Wine Bistro,"1422 W Warner Rd, Ste A100",gilbert,AZ,85233.0,4.5,161
Fa2gj48WwaEPuKW_Lj9MwQ,Hook Fish & Chicken,11 Ormsby Ave,pittsburgh,PA,15210.0,3.0,15
m9n20UbuKvV6mLLMNhU8lg,Outback Steakhouse,2687 S Market St,gilbert,AZ,85295.0,3.0,152
Rcs5kxEQ_ZPS-n7pTQo9Cw,Louie's Bar & Grille,739 E Glenwood Ave,akron,OH,44310.0,4.0,75
IZDGxg1vdlK0-TFQ018-Sg,McDonald's,2667 W Camelback,phoenix,AZ,85017.0,3.0,18
7VWtmHsd4HSNDkF5f5xnng,Burger King,7810 Las Vegas Blvd S,las vegas,NV,89123.0,3.0,43
tvUGZRnbtgjwZimkiq3eGA,Subway,10616 Lorain Ave,cleveland,OH,44111.0,2.5,5
mBBsJUT6x-_Wr9qOy3TBxQ,McDonald's,2500 Denison Ave,cleveland,OH,44109.0,3.0,5
iRwT2pBa87Y54q8nqfNAzw,Da Lat,4553 W Flamingo Rd,las vegas,NV,89103.0,4.0,446
jQsNFOzDpxPmOurSWCg1vQ,Pei Wei,"14155 W Bell Rd, Ste 113",surprise,AZ,85374.0,2.5,165
uBRmZ_h7WP8xesuYqZTFbA,Cozumel Mexican Restaurant,9214 Broadview Rd,broadview heights,OH,44147.0,4.0,89
rwfZVEomWWGb-1wrvCpRuQ,Denny's,7341 W Lake Mead Blvd,las vegas,NV,89128.0,2.5,76
iB9By3dVS6BydSUiDHxLyw,Half Moon Sports Grill,2121 E Highland Ave,phoenix,AZ,85016.0,3.0,312
JEs3sXyQu2GlP_aooyymZw,The Chuck Wagon Catering Truck,,north las vegas,NV,89031.0,3.5,6
yXLUfT8rdz_XiPRxE8AU-g,Cook Out,9705 N Tryon St,charlotte,NC,28262.0,4.0,67
tgiQx58FRyy6w-pEjoxjSA,McDonald's,13870 W McDowell Rd,goodyear,AZ,85338.0,1.5,65
MVSACvnnpDiEDp4FTn1c5A,Chipotle Mexican Grill,2805 N Scottsdale Rd,scottsdale,AZ,85257.0,2.5,72
QvEoE_oGwHPXvw5IylllNg,New China,"1130 N Higley Rd, Ste 7-102, Northpoint Village Shopping Center",mesa,AZ,85205.0,2.5,70
x4RtR4O2lfRqUFLO0zifAw,Subway,911 E Broadway Rd,tempe,AZ,85282.0,3.5,4
3CYPaTvDIWA1CRquU3Uoyw,Los Reyes 2,7308 E Independence Blvd,charlotte,NC,28227.0,4.5,6
d6zooCvFxThM1SGye7JJfQ,Campus Deli,400 Semple St,pittsburgh,PA,15213.0,3.0,28
UmfEj1Q2Ts0tTsC0LGs1Tw,Stacks & Yolks,3200 N Jones Blvd,las vegas,NV,89108.0,3.0,224
IV91JX6cxGw3SvOi5YoKBw,JB Grill,6624 Harvard Ave,cleveland,OH,44105.0,1.5,5
KMptXD2fDMcqCmkpkpRVQQ,Cottage,"6701 N Tryon St, Ste D",charlotte,NC,28213.0,1.5,6
vUYz-JgVTAtUGUbQuF7czw,Del Taco,7480 W Lake Mead Blvd,las vegas,NV,89128.0,2.5,44
P4uQXhzxjKFBtnqfx_O4tA,Vocelli Pizza - Pleasant Hills,691 Clairton Blvd,pleasant hills,PA,15236.0,4.0,9
QDJBn7I1EdtP9w4nYT24Pw,Lucky Kitchen,1520 W Indian School Rd,phoenix,AZ,85015.0,3.0,137
LJt-NO2FhvQxTmBoaaLhTg,Three Angry Wives,"8820 W Charleston Blvd, Ste 105",las vegas,NV,89117.0,3.0,240
hLgjdl7CMmQ1T3oBcq3yNw,WeGo Waffles,,madison,WI,53558.0,4.0,4
ZfKNMCmcE1Hr_iFgvZa7Vg,Pasquarelli's Pizza House,824 Chartiers Ave,mckees rocks,PA,15136.0,4.0,16
Jvu9O3mLOg0ddnX2HHRXvw,Red Lobster,200 N New Hope Rd,gastonia,NC,28054.0,3.0,26
hPRNV9hE5Ac9vXGKHePG1Q,Perkins Restaurant & Bakery,1503 Traveler's Pt,avon,OH,44011.0,3.5,14
RDEghtiHqKsNd0Un80s78g,Rosie's Kitchen,"10210 Couloak Dr, Ste F",charlotte,NC,28216.0,4.0,14
LQUjMgVrpAhMwkwbsxGeBw,JJ's Grill and Pizza,132-224 W Van Buren St,goodyear,AZ,85338.0,2.0,5
1HYHJs_AV0ebabMeoaRXkQ,Rustic Hills Country Club,5399 River Styx Rd,medina,OH,44256.0,4.0,7
82mWTnfbGDE1jJ2NDMxfNw,Pita Jungle,1850 W. Southern Ave.,mesa,AZ,85202.0,4.0,275
0ZWfvVTbEudUc_yaQEppbQ,Your GG's Kitchen,5719 W Hwy 74,indian trail,NC,28079.0,5.0,10
IKwEt2WJH8jSQip1irB1rg,McDonald's,303 Unionville Indian Trail Rd,indian trail,NC,28079.0,2.5,6
0WHXFRerY6I05u1VBU71cw,Tortas Paquime,7227 S Central Ave,phoenix,AZ,85042.0,4.0,4
Y84fM25GsIWfS7E0dMIKDQ,Cedar Street Tavern,"120 N Cedar St, Ste 755",charlotte,NC,28202.0,3.5,68
4X3IPhAmq5YynFRDeuBlbQ,Sunrise Kitchen,"3515 Hudson Dr, Ste 700",stow,OH,44224.0,3.0,23
0DeOsUXPoxtfCzHJg76R-Q,Burger King,616 Broad St,elyria,OH,44035.0,3.0,4
5-s0ESpKQeI50QIgcz8GGQ,Five Guys,"50 W Jefferson St, Ste 180",phoenix,AZ,85003.0,3.0,115
73oP6zoYZKNlO8642EMD_Q,Chip Off The Block Deli,"6440 N Durango Dr, Ste 125",las vegas,NV,89149.0,4.0,176
OyhCNhJJuJjUt2avxI5POg,Chocolate Bar,347 Euclid Ave,cleveland,OH,44114.0,3.0,486
FTA0Gt1BQbuA0OPEfV1R6w,Golden Dragon,5930 W Greenway Rd,glendale,AZ,85306.0,3.5,72
G4uCm2GyxZrOYlOhuhCuug,Barro's Pizza,"16750 N 51st Ave, Ste 1",glendale,AZ,85308.0,3.5,31
VJ_pGoHH2NSaZ8qo9U6Z5g,The Dark Room,1100 W Royalton Rd,broadview heights,OH,44147.0,4.0,11
NLEe-RzDSU-5BN6xp_WWCw,M&M Soul Food Cafe,3923 W Charleston Blvd,las vegas,NV,89102.0,3.5,762
Qeie5-8-S_hLPk7_ujpajw,The Nauti Mermaid,1378 W 6th St,cleveland,OH,44113.0,3.5,231
APQ39g4hGiYGEwdHNi1q8g,The Oriole Cafe,294 N Rocky River Dr,berea,OH,44017.0,3.5,28
cPBYAFbkTd0sk9prwMW3wQ,Jersey Mike's Subs,4223 E Royalton Rd,broadview heights,OH,44147.0,4.5,5
Djtia8uteFe-zc5UNbB9Dg,Speedy's Grub Shack,4351 Northfield Rd,warrensville heights,OH,44128.0,3.0,4
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,3355 Las Vegas Blvd S,las vegas,NV,89109.0,4.0,2767
AiXzyI2Xehh-1yvbB-WcYw,Panda Express,5111 Boulder Hwy,las vegas,NV,89122.0,2.5,11
Em4F3_FDQ4rcHgNrvQRNKQ,Don Tortaco,1000 E Cheyenne Ave,north las vegas,NV,89030.0,3.5,17
-leM8v_oCbtzTthTln-YHg,Carl's Jr,1180 E Desert Inn Rd,las vegas,NV,89109.0,2.5,22
rFu2sVUuvMzJiTnbbwD9Zg,Domino's Pizza,"1 Berea Commons, Ste 2",berea,OH,44017.0,2.0,9
dPFGRDC3Hsi1mDKxvKz_9Q,MercBar,2525 E Camelback Rd,phoenix,AZ,85016.0,4.0,218
S7QXZFLakoa-9eGMgycS-A,Jack in the Box,2070 N Dobson Rd,chandler,AZ,85224.0,2.5,15
gnfRPDNr9aRaEMDh1zAl_w,Carl's jr,758 S Boulder Hwy,henderson,NV,89015.0,2.0,14
YCVAc-MG8--2An9erAo7NQ,Chipotle Mexican Grill,1909 Matthews Township Pkwy,matthews,NC,28105.0,3.0,59
KjOpQ4QCf-sk_dbFJX_52w,Fido's Kitchen,"7875 W Sahara Ave, Ste 103",las vegas,NV,89117.0,5.0,27
cn13h3xbeN1FO9to3Au4bA,Wendy's,258 N Hwy 16,denver,NC,28037.0,3.0,4
4yvE2n-TqvByGmzXxLB28Q,Federico's Mexican Food,4490 W Peoria Ave,glendale,AZ,85302.0,3.0,45
nLGgJBtMfGv7_juXipXheA,Cloth & Flame,,phoenix,AZ,85027.0,5.0,16
zQp4fij2fBaZawyO_ymIEg,Villa Pizza,Mc Carran International Airport,las vegas,NV,89119.0,2.5,22
KfaeDC-oPE6GTfBvdF9x7Q,Colectivo Coffee,25 S Pinckney St,madison,WI,53703.0,4.0,159
CyCa2Oco5NjPZhxA2h_TjA,Costantino's Italian Kitchen,1836 E 3rd St,tempe,AZ,85281.0,2.5,7
NW03TsD8Xs-hYtR6YZKXgg,Zoup!,"13955 Cedar Rd, South Euclid",south euclid,OH,44118.0,4.0,23
HywjYlXc6pCvJSiM8w7NZA,Brown Barn,10700 Mayfield Rd,chardon,OH,44024.0,2.5,18
7q7qaGPUUCqMljdIGwzvFQ,Pat O'Malley's Jet Room,3606 Corben Ct,madison,WI,53704.0,4.5,116
ydNQHa6kiJXQuRnjhULITg,Italian Village Pizza,2615 Main St,homestead,PA,15120.0,3.5,8
Aua2Vi32K-G4LE0JCtAwiw,McDonald's,2901 Dryden Dr,madison,WI,53704.0,1.0,12
WKntGwdAr_vuSx02VFvQgw,Food Lion,7400 The Plz,charlotte,NC,28215.0,4.0,3
kiz4xELBxC8tQtr4uBtM3A,Tom's Diner,2937 W Liberty Ave,pittsburgh,PA,15216.0,3.5,67
tnd0GWjSEntWbG6wpLu61g,Cuisine of India,6857 W 130th St,parma heights,OH,44130.0,3.5,96
6JCuxMQyoci8TvrfMLlJyA,Kaizoku,6461 Old Monroe Rd,indian trail,NC,28079.0,4.5,7
UDeZM2rXeubCOKKbQ4bm7w,McDonald's,24710 N Lake Pleasant Pkwy,peoria,AZ,85383.0,1.5,71
ls1g-v9xzt9K0rBMEZLV_Q,Cook Out,1301 W Sugar Creek Rd,charlotte,NC,28262.0,2.5,13
T4OTL7ZGe-UTrpWl3KwZOA,Market Avenue Wine Bar,2521 Market Ave,cleveland,OH,44113.0,4.5,91
KFAJsmQ6GnHxyfmv16s9VA,Rustler's Rooste,8383 S 48th St,phoenix,AZ,85044.0,3.0,972
