"","Checkin_day","Checkin_night"
"7026",0,1
"7027",17,16
"7028",4,2
"7029",1,14
"7030",159,1815
"7031",51,158
"7032",23,145
"7033",3,47
"7034",0,6
"7035",6,7
"7036",55,453
"7037",6,25
"7038",72,71
"7039",1,7
"7040",35,95
"7041",115,159
"7042",43,50
"7043",14,36
"7044",1,20
"7045",4,69
"7046",3,16
"7047",120,100
"7048",0,5
"7049",8,621
"7050",1,65
"7051",1,1
"7052",58,81
"7053",4,22
"7054",10,218
"7055",130,47
"7056",9,20
"7057",4,6
"7058",5,25
"7059",0,1
"7060",5,58
"7061",4,5
"7062",9,16
"7063",2,2
"7064",4,64
"7065",432,813
"7066",65,252
"7067",25,14
"7068",70,372
"7069",1,11
"7070",9,2
"7071",4,11
"7072",8,93
"7073",4,143
"7074",1,5
"7075",119,140
"7076",73,283
"7077",4,3
"7078",110,10
"7079",5,7
"7080",0,6
"7081",193,2063
"7082",56,23
"7083",15,64
"7084",13,24
"7085",5,4
"7086",3,25
"7087",14,152
"7088",17,141
"7089",719,3748
"7090",0,7
"7091",293,841
"7092",2,13
"7093",8,24
"7094",1,21
"7095",4,12
"7096",12,67
"7097",1,6
"7098",3,11
"7099",28,460
"7100",4,18
"7101",6,14
"7102",63,439
"7103",75,601
"7104",4,16
"7105",51,589
"7106",53,79
"7107",3,82
"7108",11,23
"7109",16,1
"7110",124,157
"7111",72,564
"7112",54,44
"7113",61,586
"7114",26,22
"7115",8,1
"7116",313,91
"7117",3,12
"7118",47,289
"7119",102,175
"7120",27,75
"7121",9,13
"7122",9,96
"7123",30,56
"7124",31,163
"7125",2,34
"7126",8,9
"7127",25,86
"7128",12,41
"7129",0,3
"7130",249,1345
"7131",7,26
"7132",11,15
"7133",7,20
"7134",76,47
"7135",9,53
"7136",0,5
"7137",43,78
"7138",15,242
"7139",44,193
"7140",13,128
"7141",1,11
"7142",3,4
"7143",72,945
"7144",3,17
"7145",27,411
"7146",4,31
"7147",3,0
"7148",647,116
"7149",3,0
"7150",86,463
"7151",17,80
"7152",2,2
"7153",1,13
"7154",12,6
"7155",12,19
"7156",5,37
"7157",30,162
"7158",19,408
"7159",7,10
"7160",27,749
"7161",2,20
"7162",79,8
"7163",23,74
"7164",30,646
"7165",440,2471
"7166",18,15
"7167",19,47
"7168",15,37
"7169",2,11
"7170",6,6
"7171",14,41
"7172",9,34
"7173",12,103
"7174",0,1
"7175",10,28
"7176",12,22
"7177",3,0
"7178",11,24
"7179",53,295
"7180",8,3
"7181",41,101
"7182",205,65
"7183",1,13
"7184",6,48
"7185",24,53
"7186",357,294
"7187",10,66
"7188",60,150
"7189",48,36
"7190",8,99
"7191",96,1634
"7192",174,353
"7193",3,13
"7194",1,45
"7195",2,7
"7196",19,22
"7197",1746,1562
"7198",26,337
"7199",1,26
"7200",11,1
"7201",19,54
"7202",6,2
"7203",1048,4124
"7204",1,1
"7205",69,286
"7206",1,2
"7207",73,449
"7208",4,10
"7209",91,54
"7210",5,1
"7211",1,5
"7212",5,102
"7213",0,2
"7214",18,63
"7215",0,2
"7216",196,1933
"7217",1,8
"7218",3,42
"7219",0,11
"7220",24,40
"7221",2,13
"7222",9,62
"7223",213,74
"7224",2,7
"7225",117,779
"7226",77,113
"7227",36,70
"7228",11,48
"7229",31,19
"7230",31,689
"7231",4,71
"7232",97,57
"7233",22,2
"7234",15,317
"7235",32,67
"7236",6,79
"7237",37,1040
"7238",27,77
"7239",5,51
"7240",1,4
"7241",504,1371
"7242",4,6
"7243",0,4
"7244",1,2
"7245",26,137
"7246",47,7
"7247",115,467
"7248",7,46
"7249",8,7
"7250",17,254
"7251",0,11
"7252",18,29
"7253",0,4
"7254",195,731
"7255",45,177
"7256",53,211
"7257",97,839
"7258",29,45
"7259",65,365
"7260",18,88
"7261",41,10
"7262",32,173
"7263",30,21
"7264",17,45
"7265",16,379
"7266",41,2
"7267",140,1864
"7268",6,205
"7269",18,13
"7270",8,3
"7271",159,996
"7272",85,227
"7273",9,140
"7274",391,723
"7275",21,44
"7276",372,16
"7277",25,169
"7278",1,2
"7279",26,502
"7280",85,135
"7281",8,18
"7282",260,480
"7283",63,652
"7284",248,207
"7285",3,2
"7286",85,330
"7287",39,218
"7288",38,98
"7289",51,58
"7290",49,44
"7291",18,117
"7292",576,823
"7293",3,4
"7294",15,20
"7295",162,4
"7296",4,348
"7297",22,43
"7298",3,4
"7299",9,130
"7300",42,28
"7301",24,32
"7302",231,2021
"7303",100,235
"7304",104,647
"7305",3,1
"7306",472,1651
"7307",50,143
"7308",692,284
"7309",13,0
"7310",30,15
"7311",9,124
"7312",0,5
"7313",391,118
"7314",39,602
"7315",24,42
"7316",52,208
"7317",1,58
"7318",0,2
"7319",23,118
"7320",31,32
"7321",132,232
"7322",25,154
"7323",4,4
"7324",69,23
"7325",0,9
"7326",5,87
"7327",0,3
"7328",288,10
"7329",225,3431
"7330",14,18
"7331",8,6
"7332",8,70
"7333",113,756
"7334",4,0
"7335",3,21
"7336",11,199
"7337",1,59
"7338",7,6
"7339",66,435
"7340",8,21
"7341",0,5
"7342",4,69
"7343",1106,875
"7344",283,544
"7345",137,391
"7346",42,284
"7347",11,29
"7348",120,750
"7349",356,1047
"7350",0,1
"7351",66,102
"7352",0,1
"7353",24,57
"7354",555,1173
"7355",105,74
"7356",69,403
"7357",60,985
"7358",11,76
"7359",133,573
"7360",3,54
"7361",59,69
"7362",60,50
"7363",21,59
"7364",33,407
"7365",14,25
"7366",16,56
"7367",4,15
"7368",2,1
"7369",93,47
"7370",268,4822
"7371",247,143
"7372",12,6
"7373",75,282
"7374",129,332
"7375",106,187
"7376",5,11
"7377",21,310
"7378",11,2
"7379",52,84
"7380",15,93
"7381",84,1052
"7382",91,72
"7383",129,491
"7384",16,214
"7385",111,111
"7386",60,193
"7387",278,245
"7388",1,2
"7389",4,7
"7390",20,9
"7391",2,0
"7392",23,301
"7393",4,23
"7394",831,281
"7395",9,45
"7396",95,63
"7397",2632,16012
"7398",11,178
"7399",27,68
"7400",103,14
"7401",5,11
"7402",85,154
"7403",172,832
"7404",3,0
"7405",160,452
"7406",117,526
"7407",91,1511
"7408",14,20
"7409",9,104
"7410",459,109
"7411",1,11
"7412",86,1372
"7413",17,19
"7414",463,260
"7415",97,92
"7416",168,264
"7417",38,189
"7418",2,37
"7419",39,60
"7420",20,494
"7421",5,50
"7422",19,28
"7423",17,31
"7424",67,62
"7425",1,0
"7426",2,8
"7427",111,61
"7428",12,55
"7429",7,5
"7430",127,71
"7431",3,6
"7432",15,26
"7433",25,41
"7434",0,23
"7435",5,6
"7436",1,22
"7437",309,137
"7438",7,23
"7439",106,789
"7440",53,805
"7441",3,68
"7442",3,3
"7443",22,106
"7444",52,271
"7445",38,520
"7446",0,78
"7447",29,129
"7448",2,27
"7449",6,115
"7450",7,3
"7451",53,2
"7452",12,220
"7453",3,26
"7454",2,3
"7455",328,67
"7456",10,40
"7457",297,3409
"7458",8,9
"7459",41,505
"7460",79,269
"7461",31,530
"7462",2,9
"7463",1,5
"7464",17,16
"7465",41,57
"7466",22,321
"7467",53,69
"7468",26,101
"7469",10,24
"7470",52,938
"7471",55,118
"7472",7,45
"7473",12,62
"7474",6,41
"7475",6,28
"7476",11,11
"7477",56,233
"7478",56,29
"7479",13,26
"7480",67,59
"7481",44,61
"7482",42,170
"7483",19,10
"7484",133,628
"7485",2,105
"7486",1,6
"7487",282,17
"7488",27,129
"7489",56,50
"7490",113,1393
"7491",71,189
"7492",39,210
"7493",3,1
"7494",678,633
"7495",84,135
"7496",26,291
"7497",18,106
"7498",57,828
"7499",15,3
"7500",20,374
"7501",111,780
"7502",83,2754
"7503",0,28
"7504",20,95
"7505",4,25
"7506",1,0
"7507",347,66
"7508",54,652
"7509",1,1
"7510",102,145
"7511",18,286
"7512",36,157
"7513",19,69
"7514",54,66
"7515",15,22
"7516",1046,584
"7517",8,92
"7518",0,2
"7519",8,7
"7520",11,1
"7521",0,1
"7522",105,116
"7523",148,3098
"7524",10,6
"7525",22,47
"7526",5,15
"7527",85,3
"7528",1334,2518
"7529",259,340
"7530",15,1031
"7531",8,21
"7532",26,39
"7533",74,143
"7534",2,310
"7535",244,510
"7536",13,19
"7537",55,262
"7538",13,301
"7539",86,1183
"7540",32,243
"7541",29,10
"7542",1,28
"7543",3,20
"7544",0,6
"7545",27,101
"7546",12,19
"7547",71,81
"7548",20,27
"7549",42,15
"7550",286,10
"7551",74,223
"7552",9,30
"7553",1665,36612
"7554",18,35
"7555",1,1
"7556",143,7
"7557",16,53
"7558",44,3297
"7559",4,0
"7560",3,9
"7561",108,7
"7562",122,295
"7563",10,17
"7564",72,300
"7565",19,64
"7566",1,2
"7567",125,2053
"7568",1,33
"7569",285,137
"7570",20,32
"7571",76,225
"7572",16,11
"7573",58,191
"7574",0,10
"7575",8,85
"7576",136,567
"7577",29,50
"7578",2,28
"7579",0,1
"7580",2,31
"7581",76,13
"7582",29,1
"7583",72,427
"7584",415,123
"7585",0,4
"7586",7,34
"7587",6,8
"7588",1,25
"7589",15,85
"7590",265,236
"7591",44,137
"7592",39,24
"7593",10,13
"7594",0,4
"7595",15,10
"7596",78,60
"7597",48,227
"7598",12,36
"7599",18,31
"7600",15,436
"7601",11,194
"7602",130,15
"7603",635,12802
"7604",1,8
"7605",18,4
"7606",80,150
"7607",18,0
"7608",50,400
"7609",0,2
"7610",15,55
"7611",10,8
"7612",193,535
"7613",5,74
"7614",3,1
"7615",7,106
"7616",17,27
"7617",12,7
"7618",2,2
"7619",39,58
"7620",45,871
"7621",3,50
"7622",33,31
"7623",77,569
"7624",43,101
"7625",12,35
"7626",24,20
"7627",17,67
"7628",2,23
"7629",18,169
"7630",13,69
"7631",101,126
"7632",22,22
"7633",36,32
"7634",1,0
"7635",11,25
"7636",10,286
"7637",37,58
"7638",3,15
"7639",19,44
"7640",0,10
"7641",1,8
"7642",6,19
"7643",11,199
"7644",5,8
"7645",3,8
"7646",11,47
"7647",4,74
"7648",63,222
"7649",70,134
"7650",276,79
"7651",11,25
"7652",63,264
"7653",33,77
"7654",7,40
"7655",427,332
"7656",47,85
"7657",2596,884
"7658",143,718
"7659",70,344
"7660",71,54
"7661",8,29
"7662",0,6
"7663",16,26
"7664",20,253
"7665",107,217
"7666",31,60
"7667",5,3
"7668",4,5
"7669",69,297
"7670",0,6
"7671",70,932
"7672",25,45
"7673",25,55
"7674",838,4039
"7675",106,72
"7676",0,7
"7677",8,7
"7678",2220,2237
"7679",0,4
"7680",18,116
"7681",21,742
"7682",21,120
"7683",24,217
"7684",43,55
"7685",0,5
"7686",23,40
"7687",49,193
"7688",93,153
"7689",8,182
"7690",2,2
"7691",6,104
"7692",193,165
"7693",107,102
"7694",326,559
"7695",181,1137
"7696",0,1
"7697",13,41
"7698",112,566
"7699",477,406
"7700",11,17
"7701",109,84
"7702",14,40
"7703",109,848
"7704",5,60
"7705",15,50
"7706",68,173
"7707",19,24
"7708",28,504
"7709",9,7
"7710",26,96
"7711",437,5458
"7712",4,11
"7713",0,1
"7714",7,10
"7715",2,29
"7716",29,16
"7717",293,260
"7718",217,1333
"7719",19,32
"7720",6,40
"7721",3,1
"7722",41,727
"7723",83,202
"7724",135,198
"7725",1,0
"7726",0,4
"7727",2,1
"7728",3,13
"7729",22,148
"7730",0,5
"7731",14,88
"7732",0,21
"7733",31,186
"7734",355,75
"7735",152,229
"7736",145,457
"7737",45,324
"7738",176,2378
"7739",21,0
"7740",1,6
"7741",11,243
"7742",36,380
"7743",3,5
"7744",8,65
"7745",311,742
"7746",0,1
"7747",5,45
"7748",95,34
"7749",168,1182
"7750",21,73
"7751",5,32
"7752",2,19
"7753",15,5
"7754",125,232
"7755",6,15
"7756",1,42
"7757",14,22
"7758",7,29
"7759",45,129
"7760",87,758
"7761",333,116
"7762",3,0
"7763",0,1
"7764",48,374
"7765",483,106
"7766",3,15
"7767",5,1
"7768",547,986
"7769",2,29
"7770",60,67
"7771",1,1
"7772",2,1
"7773",15,33
"7774",132,241
"7775",0,12
"7776",24,427
"7777",0,5
"7778",7,69
"7779",1,14
"7780",87,152
"7781",29,537
"7782",145,260
"7783",290,42
"7784",3,0
"7785",141,111
"7786",20,82
"7787",191,185
"7788",50,799
"7789",105,62
"7790",1575,9543
"7791",0,1
"7792",3,6
"7793",41,125
"7794",52,120
"7795",1,3
"7796",1,3
"7797",17,16
"7798",0,8
"7799",27,7
"7800",10,46
"7801",157,849
"7802",25,62
"7803",0,14
"7804",28,165
"7805",6,3
"7806",8,134
"7807",587,1155
"7808",139,251
"7809",71,272
"7810",0,4
"7811",72,103
"7812",3,76
"7813",133,151
"7814",9,10
"7815",6,13
"7816",25,42
"7817",3,33
"7818",3656,5756
"7819",16,8
"7820",119,363
"7821",42,12
"7822",133,1557
"7823",7,6
"7824",13,8
"7825",15,237
"7826",7,231
"7827",15,68
"7828",123,342
"7829",4,189
"7830",55,247
"7831",18,271
"7832",264,344
"7833",169,221
"7834",26,134
"7835",744,1851
"7836",2,0
"7837",4,54
"7838",7,114
"7839",0,6
"7840",41,254
"7841",12,135
"7842",18,18
"7843",8,27
"7844",5,50
"7845",0,2
"7846",1,5
"7847",31,207
"7848",1,19
"7849",10,85
"7850",265,148
"7851",37,1184
"7852",229,2547
"7853",8,16
"7854",5,22
"7855",0,4
"7856",16,25
"7857",208,258
"7858",609,379
"7859",25,97
"7860",0,1
"7861",64,132
"7862",111,1148
"7863",43,275
"7864",59,927
"7865",15,96
"7866",17,87
"7867",39,993
"7868",9,49
"7869",43,633
"7870",84,185
"7871",16,88
"7872",220,72
"7873",39,83
"7874",19,33
"7875",2,3
"7876",1,100
"7877",27,121
"7878",179,106
"7879",24,58
"7880",66,675
"7881",31,120
"7882",20,320
"7883",29,164
"7884",62,850
"7885",9,6
"7886",1,14
"7887",18,64
"7888",46,117
"7889",1,17
"7890",5,8
"7891",0,10
"7892",19,91
"7893",3,6
"7894",0,3
"7895",76,268
"7896",6,262
"7897",46,2
"7898",13,177
"7899",112,933
"7900",3,24
"7901",1,2
"7902",60,96
"7903",23,209
"7904",5,51
"7905",36,80
"7906",28,91
"7907",38,353
"7908",58,310
"7909",72,22
"7910",40,79
"7911",55,68
"7912",1,8
"7913",45,142
"7914",1,19
"7915",9,112
"7916",132,361
"7917",30,35
"7918",47,146
"7919",9,16
"7920",64,62
"7921",7,7
"7922",17,51
"7923",92,470
"7924",1,8
"7925",33,51
"7926",78,40
"7927",22,31
"7928",18,46
"7929",9,26
"7930",143,3056
"7931",6,34
"7932",5,5
"7933",20,3
"7934",40,223
"7935",0,3
"7936",3,3
"7937",12,64
"7938",21,221
"7939",276,1275
"7940",73,22
"7941",92,4
"7942",44,19
"7943",356,1194
"7944",10,271
"7945",32,47
"7946",7,69
"7947",172,1067
"7948",67,165
"7949",27,139
"7950",1,5
"7951",16,24
"7952",11,202
"7953",5,21
"7954",157,1128
"7955",13,54
"7956",30,101
"7957",84,107
"7958",7,2
"7959",4,21
"7960",530,298
"7961",39,57
"7962",261,68
"7963",129,1652
"7964",5,25
"7965",81,435
"7966",76,464
"7967",27,56
"7968",6,13
"7969",51,667
"7970",35,775
"7971",4,13
"7972",7,45
"7973",2,57
"7974",10,27
"7975",0,8
"7976",339,660
"7977",117,57
"7978",27,322
"7979",5,31
"7980",579,2191
"7981",565,590
"7982",14,145
"7983",29,324
"7984",3,0
"7985",84,443
"7986",1,2
"7987",177,270
"7988",3,71
"7989",29,70
"7990",36,311
"7991",9,240
"7992",30,143
"7993",46,428
"7994",50,203
"7995",4,34
"7996",68,138
"7997",14,82
"7998",38,141
"7999",8,32
"8000",4,41
"8001",81,20
"8002",2,10
"8003",124,7
"8004",0,6
"8005",3,1
"8006",19,290
"8007",1,6
"8008",0,4
"8009",5,9
"8010",96,52
"8011",5,2
"8012",8,8
"8013",4,9
"8014",103,600
"8015",10,11
"8016",32,241
"8017",61,204
"8018",4,29
"8019",248,4673
"8020",17,55
"8021",0,1
"8022",13,209
"8023",9,23
"8024",38,175
"8025",14,200
"8026",69,520
"8027",24,46
"8028",13,22
"8029",34,18
"8030",35,64
"8031",21,46
"8032",36,448
"8033",23,38
"8034",116,1067
"8035",26,57
"8036",10,83
"8037",3,0
"8038",26,85
"8039",73,1395
"8040",15,14
"8041",838,4482
"8042",51,121
"8043",39,75
"8044",141,60
"8045",16,34
"8046",132,216
"8047",5,7
"8048",25,538
"8049",849,3955
"8050",2,16
"8051",0,5
"8052",35,97
"8053",3,4
"8054",4,52
"8055",36,1013
"8056",6,37
"8057",37,64
"8058",17,17
"8059",13,6
"8060",79,1081
"8061",32,59
"8062",10,11
"8063",71,413
"8064",52,385
"8065",3,140
"8066",50,404
"8067",20,16
"8068",54,37
"8069",2,6
"8070",41,418
"8071",317,589
"8072",14,2
"8073",150,69
"8074",0,14
"8075",2,0
"8076",1,1
"8077",11,180
"8078",1673,10225
"8079",0,2
"8080",105,223
"8081",46,225
"8082",1790,11914
"8083",103,10
"8084",7,50
"8085",8,38
"8086",15,7
"8087",579,1503
"8088",12,47
"8089",8,60
"8090",15,28
"8091",13,21
"8092",35,9
"8093",499,983
"8094",10,6
"8095",44,197
"8096",390,277
"8097",1,3
"8098",326,3917
"8099",173,1668
"8100",46,83
"8101",9,7
"8102",7,106
"8103",3,11
"8104",19,50
"8105",51,1
"8106",440,115
"8107",1,10
"8108",296,3681
"8109",45,427
"8110",3,2
"8111",38,303
"8112",30,8
"8113",0,4
"8114",13,101
"8115",71,8
"8116",15,25
"8117",17,1645
"8118",29,220
"8119",3,28
"8120",1,0
"8121",29,164
"8122",0,9
"8123",111,364
"8124",36,92
"8125",229,110
"8126",0,1
"8127",9,18
"8128",0,2
"8129",3,10
"8130",1,7
"8131",2,20
"8132",20,5
"8133",27,161
"8134",39,208
"8135",130,201
"8136",6,189
"8137",52,49
"8138",6,18
"8139",8,24
"8140",9,39
"8141",354,1100
"8142",32,268
"8143",4,47
"8144",20,18
"8145",7,70
"8146",13,69
"8147",201,505
"8148",27,267
"8149",0,2
"8150",898,1279
"8151",289,322
"8152",4542,17683
"8153",23,193
"8154",8,29
"8155",26,218
"8156",5,59
"8157",7,5
"8158",18,9
"8159",0,2
"8160",43,0
"8161",2,1
"8162",3,10
"8163",12,55
"8164",34,100
"8165",1,1
"8166",6,30
"8167",15,26
"8168",10,34
"8169",28,19
"8170",13,8
"8171",5,30
"8172",1,0
"8173",5,4
"8174",6,17
"8175",18,0
"8176",15,14
"8177",11,45
"8178",219,535
"8179",53,1598
"8180",0,2
"8181",0,2
"8182",3,21
"8183",32,146
"8184",7,7
"8185",0,6
"8186",4,40
"8187",15,454
"8188",6,44
"8189",14,90
"8190",78,299
"8191",57,409
"8192",0,6
"8193",2,2
"8194",160,624
"8195",18,24
"8196",2,57
"8197",1,2
"8198",406,194
"8199",3,12
"8200",0,4
"8201",18,62
"8202",104,51
"8203",0,5
"8204",180,86
"8205",15,52
"8206",13,183
"8207",0,3
"8208",1,1
"8209",122,101
"8210",12,26
"8211",15,1
"8212",63,198
"8213",14,20
"8214",2,4
"8215",14,78
"8216",5,15
"8217",662,32
"8218",5,1
"8219",15,9
"8220",4,0
"8221",7,71
"8222",23,33
"8223",21,23
"8224",6,120
"8225",10,134
"8226",32,54
"8227",114,552
"8228",144,200
"8229",16,101
"8230",2,15
"8231",196,850
"8232",8,45
"8233",4,4
"8234",150,354
"8235",401,2651
"8236",0,4
"8237",160,1295
"8238",9,20
"8239",15,9
"8240",96,33
"8241",17,79
"8242",26,41
"8243",216,1467
"8244",6,4
"8245",0,8
"8246",13,121
"8247",68,420
"8248",50,601
"8249",2,4
"8250",41,187
"8251",2,6
"8252",339,984
"8253",78,27
"8254",80,54
"8255",13,213
"8256",3,3
"8257",3,2
"8258",20,8
"8259",55,71
"8260",6,5
"8261",65,161
"8262",1,15
"8263",3,8
"8264",180,117
"8265",22,214
"8266",363,975
"8267",9,14
"8268",78,660
"8269",32,182
"8270",0,6
"8271",10,109
"8272",1,2
"8273",80,199
"8274",0,1
"8275",70,1493
"8276",3,17
"8277",8,46
"8278",8,19
"8279",29,411
"8280",85,69
"8281",1,1
"8282",276,391
"8283",7,19
"8284",93,178
"8285",35,206
"8286",0,10
"8287",38,64
"8288",8,15
"8289",57,104
"8290",6,152
"8291",62,658
"8292",3,101
"8293",7,6
"8294",0,2
"8295",0,5
"8296",1,15
"8297",24,14
"8298",15,6
"8299",13,13
"8300",54,228
"8301",25,38
"8302",24,111
"8303",36,49
"8304",1,22
"8305",32,50
"8306",5,15
"8307",1,3
"8308",0,13
"8309",0,9
"8310",3,3
"8311",19,29
"8312",6,58
"8313",4,0
"8314",92,736
"8315",18,74
"8316",68,56
"8317",179,1318
"8318",70,102
"8319",13,146
"8320",47,48
"8321",24,7
"8322",168,314
"8323",610,3202
"8324",42,30
"8325",2,3
"8326",156,9
"8327",10,41
"8328",10,66
"8329",60,4
"8330",3,14
"8331",27,30
"8332",22,43
"8333",307,3249
"8334",14,82
"8335",53,52
"8336",2,10
"8337",5,36
"8338",40,689
"8339",6,3
"8340",24,9
"8341",17,106
"8342",20,65
"8343",586,575
"8344",17,247
"8345",6,27
"8346",5,5
"8347",60,17
"8348",150,211
"8349",1,5
"8350",27,188
"8351",0,5
"8352",27,101
"8353",17,11
"8354",6,85
"8355",17,270
"8356",17,123
"8357",169,1932
"8358",191,299
"8359",1,37
"8360",16,246
"8361",3,35
"8362",0,10
"8363",288,566
"8364",2,3
"8365",162,28
"8366",41,110
"8367",3,4
"8368",16,54
"8369",96,1989
"8370",30,341
"8371",1,14
"8372",460,698
"8373",2,11
"8374",5,10
"8375",9,18
"8376",3,5
"8377",4,25
"8378",109,182
"8379",2,7
"8380",2,32
"8381",57,31
"8382",28,37
"8383",27,271
"8384",7,77
"8385",11,27
"8386",7,14
"8387",167,1679
"8388",4,6
"8389",11,19
"8390",105,190
"8391",98,307
"8392",20,125
"8393",5,44
"8394",155,970
"8395",2,1
"8396",20,28
"8397",16,195
"8398",4,196
"8399",202,749
"8400",2,8
"8401",3,16
"8402",22,69
"8403",19,99
"8404",35,438
"8405",0,2
"8406",9,12
"8407",8,55
"8408",5,12
"8409",8,60
"8410",65,338
"8411",1,16
"8412",2,30
"8413",183,154
"8414",3,6
"8415",2,16
"8416",7,14
"8417",21,43
"8418",495,1556
"8419",0,4
"8420",12,7
"8421",13,87
"8422",121,142
"8423",354,83
"8424",59,243
"8425",601,190
"8426",3,9
"8427",6,82
"8428",7,79
"8429",50,84
"8430",18,319
"8431",210,75
"8432",37,118
"8433",0,2
"8434",73,73
"8435",2,1
"8436",90,643
"8437",3,2
"8438",64,48
"8439",135,184
"8440",236,1327
"8441",10,18
"8442",40,937
"8443",22,255
"8444",13,187
"8445",15,43
"8446",31,27
"8447",0,1
"8448",25,252
"8449",3,2
"8450",2,2
"8451",61,185
"8452",71,32
"8453",16,290
"8454",2,8
"8455",9,12
"8456",53,120
"8457",87,865
"8458",20,285
"8459",243,3569
"8460",9,2
"8461",39,106
"8462",70,47
"8463",0,3
"8464",137,1274
"8465",37,441
"8466",7,18
"8467",128,631
"8468",1,0
"8469",167,907
"8470",8,40
"8471",3416,1050
"8472",0,59
"8473",0,11
"8474",22,103
"8475",29,16
"8476",4,1
"8477",36,77
"8478",0,1
"8479",45,149
"8480",1,2
"8481",9,5
"8482",21,44
"8483",54,655
"8484",23,93
"8485",399,1073
"8486",0,1
"8487",4,30
"8488",155,424
"8489",2,4
"8490",119,222
"8491",27,56
"8492",22,114
"8493",107,71
"8494",90,1041
"8495",53,45
"8496",29,47
"8497",20,42
"8498",1,8
"8499",7,13
"8500",150,1059
"8501",472,1141
"8502",6,24
"8503",0,1
"8504",84,379
"8505",37,105
"8506",14,22
"8507",8,18
"8508",16,137
"8509",119,731
"8510",0,50
"8511",87,102
"8512",67,130
"8513",18,40
"8514",189,100
"8515",19,4
"8516",275,600
"8517",111,457
"8518",119,1689
"8519",2,7
"8520",75,64
"8521",13,6
"8522",242,151
"8523",0,3
"8524",0,1
"8525",36,109
"8526",11,144
"8527",2,1
"8528",13,40
"8529",16,41
"8530",2,33
"8531",5,16
"8532",9,29
"8533",1,11
"8534",2,11
"8535",426,389
"8536",0,2
"8537",1,17
"8538",379,83
"8539",17,45
"8540",23,1060
"8541",5,93
"8542",37,80
"8543",0,8
"8544",7,0
"8545",9,23
"8546",189,3663
"8547",13,50
"8548",80,764
"8549",15,216
"8550",16,67
"8551",12,5
"8552",51,222
"8553",6,48
"8554",42,251
"8555",14,65
"8556",2,5
"8557",9,95
"8558",139,2297
"8559",8,37
"8560",59,864
"8561",20,73
"8562",24,134
"8563",1,4
"8564",59,139
"8565",0,4
"8566",177,763
"8567",21,99
"8568",39,112
"8569",7,31
"8570",30,25
"8571",46,255
"8572",60,32
"8573",15,46
"8574",0,1
"8575",3,6
"8576",13,228
"8577",67,225
"8578",1287,9804
"8579",496,1599
"8580",468,140
"8581",59,89
"8582",1165,2091
"8583",87,303
"8584",19,213
"8585",134,67
"8586",16,152
"8587",0,2
"8588",1,3
"8589",0,20
"8590",158,419
"8591",10,94
"8592",669,1554
"8593",430,719
"8594",25,229
"8595",22,74
"8596",0,1
"8597",6,90
"8598",0,5
"8599",68,257
"8600",1159,3782
"8601",256,2368
"8602",0,7
"8603",2,23
"8604",13,134
"8605",4,82
"8606",241,151
"8607",401,201
"8608",8,220
"8609",34,10
"8610",100,82
"8611",22,2
"8612",4,35
"8613",14,129
"8614",12,3
"8615",10,190
"8616",0,8
"8617",1,6
"8618",3,3
"8619",2,4
"8620",4,8
"8621",40,19
"8622",4,27
"8623",0,2
"8624",10,181
"8625",26,1034
"8626",103,366
"8627",58,101
"8628",8,2
"8629",9,10
"8630",29,50
"8631",1,0
"8632",132,953
"8633",24,318
"8634",2,15
"8635",157,627
"8636",7,19
"8637",48,29
"8638",13,78
"8639",1,14
"8640",9,1
"8641",1,7
"8642",0,4
"8643",59,181
"8644",57,606
"8645",9,13
"8646",8,216
"8647",19,54
"8648",34,0
"8649",2,3
"8650",6,129
"8651",10,5
"8652",39,27
"8653",49,487
"8654",10,115
"8655",1,16
"8656",4,5
"8657",89,1448
"8658",250,109
"8659",79,3
"8660",202,687
"8661",501,482
"8662",0,1
"8663",60,399
"8664",39,60
"8665",78,163
"8666",108,1850
"8667",1,5
"8668",2,9
"8669",21,23
"8670",205,3
"8671",438,971
"8672",1,11
"8673",4,23
"8674",3,25
"8675",3,7
"8676",14,8
"8677",10,39
"8678",21,79
"8679",107,175
"8680",204,107
"8681",76,976
"8682",107,302
"8683",4,23
"8684",51,288
"8685",29,74
"8686",4,7
"8687",9,48
"8688",16,48
"8689",28,27
"8690",9,45
"8691",0,11
"8692",38,139
"8693",1481,2875
"8694",0,12
"8695",326,443
"8696",1,4
"8697",11,58
"8698",18,174
"8699",65,48
"8700",5,72
"8701",5,9
"8702",2,4
"8703",67,910
"8704",8,28
"8705",75,618
"8706",24,78
"8707",97,1518
"8708",5,1
"8709",7,7
"8710",13,19
"8711",70,203
"8712",1,10
"8713",226,180
"8714",13,198
"8715",173,278
"8716",11,35
"8717",2,37
"8718",29,15
"8719",4,17
"8720",219,251
"8721",84,874
"8722",1,6
"8723",89,217
"8724",9,14
"8725",39,85
"8726",41,192
"8727",29,183
"8728",2,25
"8729",49,64
"8730",24,189
"8731",24,57
"8732",44,73
"8733",54,102
"8734",10,63
"8735",0,11
"8736",22,78
"8737",607,168
"8738",4,31
"8739",41,476
"8740",17,16
"8741",4,57
"8742",55,119
"8743",16,4
"8744",37,452
"8745",84,453
"8746",31,5
"8747",255,101
"8748",6,30
"8749",20,62
"8750",83,58
"8751",50,99
"8752",32,36
"8753",39,220
"8754",121,19
"8755",32,123
"8756",77,222
"8757",60,235
